Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Limpopo for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Carjacking,3,0,1,0,1,2,0,2,2,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,3,5,4,0,0,6,8
Robbery at non-residential premises,0,0,0,0,2,5,6,1,6,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,15,14,14,14,18,17,19,10,11
Public violence,0,0,0,0,0,1,0,0,0,0
Crimen injuria,27,20,18,16,17,8,10,3,3,6
Neglect and ill-treatment of children ,3,1,2,0,0,0,2,0,0,1
Kidnapping,0,0,2,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mogwadi (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Mogwadi was previously named Dendron,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,4,4,5,0,4,7,2,2,4
Total Sexual Crimes,24,43,22,35,33,33,30,30,35,35
Attempted murder,3,4,1,3,2,3,2,4,3,1
Assault with the intent to inflict grievous bodily harm,123,118,107,81,80,79,69,64,79,62
Common assault,87,92,84,64,53,41,64,34,64,49
Common robbery,20,22,22,26,17,15,26,22,25,16
Robbery with aggravating circumstances,10,12,5,9,3,14,18,17,9,7
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,2,7,4,1,0,1,1,1,2
Malicious damage to property,30,37,53,44,42,33,39,26,42,45
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,23,15,24,25,14,20,32,35,42,26
Burglary at residential premises,105,90,99,95,81,106,71,94,74,91
Theft of motor vehicle and motorcycle,11,7,5,9,7,4,9,0,2,0
Theft out of or from motor vehicle,9,17,12,15,11,8,14,3,9,10
Stock-theft,11,10,7,12,15,12,8,17,11,4
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,3,3,1,3,0,4,1,0,5
Drug-related crime,8,16,15,18,5,9,24,14,16,10
Driving under the influence of alcohol or drugs,4,6,2,1,8,8,43,6,9,13
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,119,113,136,132,119,113,112,131,111,124
Commercial crime,8,10,9,5,7,13,19,8,6,8
Shoplifting,9,6,2,3,4,2,0,3,4,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,1,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,0,0,0,4,3,8,2,4
Robbery at non-residential premises,0,1,0,0,0,8,6,7,3,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,11,8,6,7,5,9,10,7,5
Public violence,1,0,0,0,1,1,4,1,1,0
Crimen injuria,14,18,8,9,2,7,12,10,10,9
Neglect and ill-treatment of children ,0,0,1,2,0,2,0,0,3,1
Kidnapping,0,3,0,0,0,0,2,1,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mokopane (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Mokopane was previously named Potgietersrus. Mahwelereng was previously named Mokopane,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,10,13,10,8,4,4,8,4,7
Total Sexual Crimes,45,46,40,57,53,70,91,136,251,382
Attempted murder,16,16,12,15,9,9,8,8,7,6
Assault with the intent to inflict grievous bodily harm,211,188,184,193,203,184,138,127,141,114
Common assault,306,303,264,248,249,211,183,148,111,87
Common robbery,89,132,144,136,135,133,70,69,67,46
Robbery with aggravating circumstances,67,77,53,70,76,91,85,66,72,47
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,9,3,3,2,3,2,1,2,5,3
Malicious damage to property,170,163,195,163,196,165,122,144,148,121
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,150,150,110,85,132,132,127,161,156,87
Burglary at residential premises,192,224,311,285,302,369,334,292,346,321
Theft of motor vehicle and motorcycle,56,52,54,62,42,38,66,49,57,40
Theft out of or from motor vehicle,275,350,307,229,260,250,187,188,276,164
Stock-theft,27,20,14,13,15,23,31,14,36,30
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,11,8,7,9,5,8,7,5,7
Drug-related crime,20,30,10,29,22,18,206,315,474,376
Driving under the influence of alcohol or drugs,28,43,46,47,55,41,42,59,111,158
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1226,1275,1169,977,859,615,506,549,534,395
Commercial crime,88,91,103,118,130,114,99,118,78,115
Shoplifting,359,372,333,313,273,427,332,316,252,285
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,2,3,3,6,5,6,0,4,7
Truck hijacking,1,0,0,1,2,1,1,1,0,7
Robbery at residential premises,1,1,0,1,7,5,7,11,7,8
Robbery at non-residential premises,1,2,0,0,13,8,10,8,20,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,22,29,29,29,34,39,33,35,35,28
Public violence,0,0,1,0,0,0,2,0,0,1
Crimen injuria,95,103,83,78,74,51,33,33,31,12
Neglect and ill-treatment of children ,6,5,6,8,5,4,4,7,6,6
Kidnapping,0,4,0,3,2,0,3,2,2,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Morebeng (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Morebeng was previously named Soekmekaar,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,4,2,5,7,3,3,6,2,0
Total Sexual Crimes,36,33,41,39,50,38,40,19,15,16
Attempted murder,11,4,6,7,8,6,11,4,5,1
Assault with the intent to inflict grievous bodily harm,154,154,125,105,97,113,136,79,49,47
Common assault,72,109,76,50,52,47,64,44,19,19
Common robbery,27,30,22,27,23,13,20,7,4,2
Robbery with aggravating circumstances,25,21,15,37,25,29,19,14,8,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,2,2,4,2,5,0,2,1
Malicious damage to property,65,64,54,60,48,58,60,41,26,38
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,54,30,34,35,36,63,54,47,11,17
Burglary at residential premises,121,143,132,114,146,127,112,72,21,35
Theft of motor vehicle and motorcycle,6,9,4,7,5,5,2,2,2,0
Theft out of or from motor vehicle,23,18,5,16,10,15,13,4,7,13
Stock-theft,12,9,21,6,15,10,17,14,12,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,6,0,5,0,2,2,4,0,0
Drug-related crime,34,36,35,49,47,16,70,33,45,69
Driving under the influence of alcohol or drugs,0,1,2,1,7,11,61,4,2,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,155,131,113,102,108,120,147,72,67,67
Commercial crime,6,6,2,7,8,27,9,12,7,10
Shoplifting,2,26,22,5,12,32,32,10,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,1,0,2,3,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,1,5,12,7,3,2,4
Robbery at non-residential premises,0,0,0,1,2,5,3,2,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,7,10,4,10,8,7,5,5,4
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,10,16,10,3,6,8,9,14,6,5
Neglect and ill-treatment of children ,1,7,1,2,3,4,1,1,0,1
Kidnapping,0,0,0,1,0,1,0,1,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Motetema (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,18,20,27,12,18,15,14,15,9
Total Sexual Crimes,74,79,78,102,83,96,77,86,90,99
Attempted murder,21,18,14,19,16,20,19,7,5,17
Assault with the intent to inflict grievous bodily harm,236,180,185,225,219,251,255,205,221,212
Common assault,129,111,115,124,110,86,75,62,90,94
Common robbery,83,83,81,72,71,69,67,48,49,53
Robbery with aggravating circumstances,104,107,104,76,65,95,78,67,58,70
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,7,4,6,5,10,15,12,6,7
Malicious damage to property,96,63,78,84,70,123,101,88,98,81
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,41,21,75,94,87,119,92,51,73,105
Burglary at residential premises,227,185,231,194,182,225,167,201,185,180
Theft of motor vehicle and motorcycle,19,12,5,15,11,19,22,14,8,29
Theft out of or from motor vehicle,17,18,27,15,27,14,20,20,37,32
Stock-theft,32,19,32,39,23,18,42,26,39,39
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,19,8,13,17,18,16,16,11,8,14
Drug-related crime,17,4,21,22,12,15,50,68,137,241
Driving under the influence of alcohol or drugs,0,22,62,39,9,15,14,6,4,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,201,155,158,157,189,195,149,239,216,195
Commercial crime,9,3,8,10,4,14,8,8,5,10
Shoplifting,2,1,0,1,3,0,2,1,7,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,5,0,2,10,14,6,5,0,5
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,4,3,2,0,5,12,1,8,8
Robbery at non-residential premises,0,4,0,0,1,11,9,11,13,22
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,11,19,11,9,16,11,18,18,14
Public violence,0,0,3,1,0,0,1,1,1,5
Crimen injuria,25,27,18,37,25,19,13,14,22,22
Neglect and ill-treatment of children ,6,4,7,1,6,8,7,5,5,1
Kidnapping,0,0,1,2,1,5,1,4,2,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mphephu (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Mphephu was previously named Dzanani,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,6,3,3,5,3,6,2,5,11
Total Sexual Crimes,67,66,65,76,50,66,71,61,57,70
Attempted murder,12,22,3,4,6,3,13,8,9,21
Assault with the intent to inflict grievous bodily harm,343,360,265,308,282,228,270,272,278,321
Common assault,323,338,194,201,111,118,141,165,192,195
Common robbery,37,53,24,39,35,31,28,37,35,41
Robbery with aggravating circumstances,41,28,11,10,5,16,19,18,38,46
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,8,6,8,2,3,2,5,6,8
Malicious damage to property,106,128,99,101,84,125,115,120,123,120
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,39,53,79,112,61,105,48,68,99,79
Burglary at residential premises,256,286,163,143,105,169,184,163,206,195
Theft of motor vehicle and motorcycle,3,2,4,2,1,1,5,3,3,4
Theft out of or from motor vehicle,57,30,42,11,13,25,33,32,29,33
Stock-theft,16,15,15,13,3,5,11,14,18,13
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,6,3,2,3,2,2,4,4,2
Drug-related crime,86,41,48,36,31,90,163,176,161,164
Driving under the influence of alcohol or drugs,0,1,3,12,7,3,8,24,16,20
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,191,166,103,123,100,89,91,104,100,91
Commercial crime,4,5,17,9,25,21,19,25,36,17
Shoplifting,12,10,15,13,8,20,11,9,11,11
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,0,0,0,1,1,1,0,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,1,0,0,0,7,4,7,7,8
Robbery at non-residential premises,2,0,0,0,0,1,4,8,16,31
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,10,9,8,5,5,7,7,10,6
Public violence,0,0,1,0,0,0,0,0,0,0
Crimen injuria,28,36,11,8,8,11,9,15,20,14
Neglect and ill-treatment of children ,20,9,7,6,7,2,5,3,2,4
Kidnapping,3,3,0,0,0,1,0,0,2,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Musina (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Musina was previously named Messina,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,12,6,9,16,16,11,18,10,13,9
Total Sexual Crimes,52,61,41,64,57,91,96,75,72,168
Attempted murder,18,15,16,17,14,13,25,17,12,17
Assault with the intent to inflict grievous bodily harm,252,272,271,261,212,268,289,252,298,314
Common assault,532,386,388,376,322,227,230,170,270,267
Common robbery,135,72,85,69,77,65,85,53,61,47
Robbery with aggravating circumstances,26,49,25,25,43,87,114,82,150,96
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,12,4,7,2,11,8,9,3,4
Malicious damage to property,141,142,120,126,113,134,107,112,103,138
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,32,59,41,46,55,45,68,94,75,88
Burglary at residential premises,223,290,291,222,195,187,268,234,222,270
Theft of motor vehicle and motorcycle,11,14,14,10,9,12,13,11,4,9
Theft out of or from motor vehicle,90,153,112,68,76,141,139,148,171,154
Stock-theft,21,19,5,9,20,18,8,12,16,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,11,7,16,8,10,8,10,7,9,15
Drug-related crime,16,26,31,48,32,42,83,52,30,51
Driving under the influence of alcohol or drugs,21,6,13,15,36,25,35,16,23,117
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,774,490,454,351,304,285,300,375,370,351
Commercial crime,69,49,56,104,108,108,104,133,129,146
Shoplifting,76,103,92,89,76,64,63,76,77,74
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,3,0,0,1,1,3,0,0,2
Truck hijacking,0,0,0,0,0,1,0,0,0,0
Robbery at residential premises,1,0,0,0,11,13,22,14,38,16
Robbery at non-residential premises,0,0,0,0,0,0,5,2,8,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,13,16,14,20,19,20,26,14,22
Public violence,1,1,0,1,1,0,0,0,0,3
Crimen injuria,86,56,65,53,51,44,26,30,28,21
Neglect and ill-treatment of children ,8,2,4,6,6,2,3,3,5,1
Kidnapping,0,2,1,2,1,1,7,1,6,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mutale (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,8,6,6,1,4,4,2,4,6
Total Sexual Crimes,37,39,43,41,38,35,42,34,37,42
Attempted murder,6,6,4,2,2,2,2,0,5,1
Assault with the intent to inflict grievous bodily harm,199,192,153,167,118,140,143,122,126,124
Common assault,350,243,213,197,158,141,142,122,133,105
Common robbery,26,23,24,22,19,28,24,16,13,7
Robbery with aggravating circumstances,7,8,1,9,12,4,15,12,10,23
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,11,10,12,10,14,18,7,8,9
Malicious damage to property,39,63,56,48,46,55,45,47,52,48
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,60,60,70,40,88,77,61,66,43,37
Burglary at residential premises,121,83,105,80,115,125,89,95,82,85
Theft of motor vehicle and motorcycle,0,3,2,2,1,0,0,2,2,0
Theft out of or from motor vehicle,18,16,8,8,1,9,14,8,16,7
Stock-theft,21,7,8,13,1,9,10,6,11,9
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,1,0,3,4,0,4,0,0,2
Drug-related crime,17,10,9,12,31,21,19,6,8,24
Driving under the influence of alcohol or drugs,0,0,0,0,2,2,6,4,4,13
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,141,135,97,103,100,94,78,61,62,53
Commercial crime,10,9,5,8,10,3,7,8,19,10
Shoplifting,7,1,0,1,1,0,0,0,2,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,0,2,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,0,3,0,2,1,1,4
Robbery at non-residential premises,0,0,0,0,1,1,9,4,7,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,2,4,4,4,4,8,7,4,9
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,43,33,29,16,15,7,11,13,7,6
Neglect and ill-treatment of children ,8,2,3,6,6,6,3,4,2,3
Kidnapping,1,1,2,1,0,1,0,0,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Naboomspruit (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,7,4,9,5,10,8,3,8,6
Total Sexual Crimes,36,47,38,61,34,46,38,58,35,66
Attempted murder,7,10,12,14,9,14,17,6,6,4
Assault with the intent to inflict grievous bodily harm,275,261,228,225,205,179,162,159,183,139
Common assault,218,203,205,193,166,168,130,86,126,92
Common robbery,52,48,64,72,59,53,43,40,55,34
Robbery with aggravating circumstances,20,11,31,40,29,48,35,32,24,21
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,9,11,8,8,6,8,5,8,2
Malicious damage to property,132,132,112,90,107,118,90,83,76,73
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,60,43,58,70,63,86,65,110,70,43
Burglary at residential premises,169,176,157,172,170,164,235,215,226,205
Theft of motor vehicle and motorcycle,39,30,21,21,10,19,23,18,5,7
Theft out of or from motor vehicle,48,53,61,50,41,31,50,56,47,51
Stock-theft,23,11,10,11,18,17,25,28,31,68
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,2,2,2,4,9,5,3,5,4
Drug-related crime,22,12,8,23,14,17,55,41,29,69
Driving under the influence of alcohol or drugs,22,23,28,15,22,16,31,18,15,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,561,455,413,411,382,364,342,358,332,281
Commercial crime,31,41,33,43,26,24,31,64,35,23
Shoplifting,27,18,21,10,20,14,26,18,39,19
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,2,2,2,2,1,1,0,0
Truck hijacking,0,1,0,1,4,0,1,2,3,1
Robbery at residential premises,1,0,0,0,2,1,4,2,5,2
Robbery at non-residential premises,1,1,0,0,1,12,2,9,7,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,26,39,43,32,36,36,46,34,28,42
Public violence,1,1,2,0,0,1,0,2,1,1
Crimen injuria,124,113,118,95,76,66,41,22,27,16
Neglect and ill-treatment of children ,7,2,8,9,7,4,2,7,7,7
Kidnapping,0,0,0,0,0,0,0,0,2,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Namakgale (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,8,15,6,6,10,10,6,7,11
Total Sexual Crimes,69,66,68,74,63,60,84,81,69,88
Attempted murder,21,10,5,17,9,13,7,11,10,11
Assault with the intent to inflict grievous bodily harm,194,198,261,231,223,185,192,160,225,187
Common assault,84,114,136,113,111,106,96,77,85,88
Common robbery,55,77,88,90,93,56,57,53,67,64
Robbery with aggravating circumstances,11,22,16,51,21,51,12,15,45,49
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,7,7,2,2,9,6,5,10,10
Malicious damage to property,50,70,102,90,88,100,80,98,121,133
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,38,43,45,56,72,124,89,56,80,101
Burglary at residential premises,184,159,228,245,212,266,259,241,280,330
Theft of motor vehicle and motorcycle,27,18,52,33,16,15,9,9,7,10
Theft out of or from motor vehicle,47,26,53,30,19,31,30,46,55,33
Stock-theft,5,6,2,0,13,10,9,10,8,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,1,3,11,3,4,2,2,2,10
Drug-related crime,25,16,13,14,23,14,17,6,12,55
Driving under the influence of alcohol or drugs,4,2,2,4,21,2,20,51,42,48
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,164,170,222,219,176,146,150,136,158,161
Commercial crime,5,10,6,9,7,18,16,12,24,25
Shoplifting,0,3,2,2,1,3,3,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,3,3,11,6,7,2,0,0,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,3,3,4,22,4,7,16,13
Robbery at non-residential premises,1,0,0,1,3,2,1,4,16,25
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,8,10,9,6,9,9,19,12,12
Public violence,0,0,1,1,0,1,1,1,2,0
Crimen injuria,9,20,14,13,11,15,16,24,18,19
Neglect and ill-treatment of children ,2,4,1,3,4,3,2,4,4,1
Kidnapping,0,1,0,2,1,0,3,2,1,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Nebo (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,18,12,20,20,21,26,15,15,22,11
Total Sexual Crimes,80,105,86,78,78,86,83,88,79,51
Attempted murder,52,45,37,38,29,26,26,26,25,14
Assault with the intent to inflict grievous bodily harm,186,186,135,122,107,121,121,168,167,138
Common assault,75,61,61,35,35,41,38,35,66,74
Common robbery,59,44,50,25,27,28,30,37,30,29
Robbery with aggravating circumstances,82,100,87,73,50,47,57,60,59,39
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,5,11,6,6,5,2,6,7,5
Malicious damage to property,80,60,74,60,57,80,57,79,86,70
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,204,157,120,62,109,129,83,107,124,85
Burglary at residential premises,141,179,158,116,129,102,108,120,128,146
Theft of motor vehicle and motorcycle,18,15,9,6,9,17,11,7,11,15
Theft out of or from motor vehicle,55,46,31,16,12,12,10,12,11,18
Stock-theft,16,35,56,68,54,38,49,65,49,22
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,18,32,13,28,17,28,25,18,19,8
Drug-related crime,9,16,24,19,36,120,96,131,169,206
Driving under the influence of alcohol or drugs,2,27,22,42,9,26,36,24,24,22
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,155,149,108,107,120,118,89,121,140,124
