Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Eastern Cape for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Stock-theft,79,52,46,45,37,29,31,29,36,49
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,14,15,0,1,5,3,7,8,7,5
Drug-related crime,30,13,14,31,54,37,17,26,25,26
Driving under the influence of alcohol or drugs,9,6,4,17,18,24,45,32,30,39
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,166,116,116,82,67,51,53,56,53,60
Commercial crime,8,17,6,3,22,16,22,29,19,34
Shoplifting,22,16,10,8,5,8,10,11,6,8
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,3,0,0,0,3,2,0,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,4,2,0,0,1,3,6,5,4,4
Robbery at non-residential premises,1,4,0,0,6,8,16,13,28,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,14,3,3,3,0,4,3,8,3
Public violence,0,1,0,0,0,0,1,1,0,0
Crimen injuria,37,49,28,25,12,10,17,15,12,12
Neglect and ill-treatment of children ,1,4,1,0,1,0,0,0,0,0
Kidnapping,2,0,0,0,0,0,0,1,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lady Grey (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,6,9,4,6,1,1,2,1,2
Total Sexual Crimes,16,22,17,13,15,12,14,17,11,11
Attempted murder,5,5,1,5,1,2,2,1,0,0
Assault with the intent to inflict grievous bodily harm,115,110,154,110,90,86,85,61,67,68
Common assault,44,37,44,43,26,24,13,13,14,13
Common robbery,7,8,4,4,5,6,1,6,1,2
Robbery with aggravating circumstances,1,4,5,1,1,3,0,3,2,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,0,2,1,0,1,1,0,1,0
Malicious damage to property,25,36,45,31,28,22,18,19,12,16
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,19,37,31,21,14,9,5,12,11,24
Burglary at residential premises,70,63,53,67,62,54,42,52,45,56
Theft of motor vehicle and motorcycle,5,5,2,6,4,4,2,1,5,3
Theft out of or from motor vehicle,13,15,16,33,17,13,4,13,8,11
Stock-theft,72,56,62,46,45,50,26,33,40,30
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,3,0,0,0,0,0,1,0,2
Drug-related crime,14,22,42,44,36,24,44,39,36,18
Driving under the influence of alcohol or drugs,5,4,1,6,11,6,11,7,5,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,77,65,73,54,56,46,31,32,27,27
Commercial crime,3,8,6,5,12,5,10,4,4,2
Shoplifting,22,36,13,18,15,9,3,1,2,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,0,0
Robbery at non-residential premises,0,1,0,0,0,0,0,1,2,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,6,2,3,4,1,5,5,3,3
Public violence,0,0,1,0,0,0,0,0,0,1
Crimen injuria,12,12,15,17,7,8,3,3,7,2
Neglect and ill-treatment of children ,1,0,0,0,1,2,1,0,2,1
Kidnapping,1,0,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Libode (EC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,60,53,63,54,51,39,46,51,58,62
Total Sexual Crimes,91,86,296,110,120,101,90,118,107,120
Attempted murder,51,44,21,35,32,22,18,30,14,26
Assault with the intent to inflict grievous bodily harm,388,388,341,354,382,261,258,327,311,297
Common assault,190,68,73,137,174,111,74,158,80,86
Common robbery,85,96,49,59,56,40,27,30,34,26
Robbery with aggravating circumstances,78,78,72,82,67,89,103,110,92,105
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,25,26,23,23,24,29,27,18,13
Malicious damage to property,80,43,58,59,91,75,74,81,55,87
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,9,25,10,0,2,15,27,38,26,33
Burglary at residential premises,243,222,158,239,216,178,237,214,151,154
Theft of motor vehicle and motorcycle,38,19,29,15,22,21,21,28,19,18
Theft out of or from motor vehicle,28,17,9,21,22,20,21,28,26,32
Stock-theft,152,110,114,76,97,45,105,139,124,116
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,34,27,29,26,27,37,26,34,29,20
Drug-related crime,38,46,31,35,55,37,69,111,122,98
Driving under the influence of alcohol or drugs,9,5,3,14,17,30,34,19,12,14
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,280,262,119,119,122,128,143,157,137,151
Commercial crime,17,20,14,6,21,9,24,32,51,42
Shoplifting,6,4,4,3,4,9,6,7,12,4
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,5,2,13,5,6,7,4
Truck hijacking,0,0,0,1,0,0,0,1,0,0
Robbery at residential premises,78,78,26,2,0,6,25,26,23,36
Robbery at non-residential premises,0,0,1,0,4,11,23,30,30,33
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,28,31,50,41,55,46,35,34,36,33
Public violence,1,3,0,1,15,56,9,1,2,1
Crimen injuria,6,0,0,1,1,6,2,4,1,3
Neglect and ill-treatment of children ,3,2,9,1,6,0,4,4,1,3
Kidnapping,11,8,7,0,1,1,0,3,8,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lukholweni (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,6,2,2,2,3,3,1,4,6
Total Sexual Crimes,6,6,8,10,8,11,8,10,11,12
Attempted murder,1,1,1,0,2,0,3,1,0,0
Assault with the intent to inflict grievous bodily harm,45,27,26,26,24,29,22,32,27,12
Common assault,14,4,5,6,10,3,14,12,6,13
Common robbery,2,0,2,0,0,1,3,1,1,3
Robbery with aggravating circumstances,3,2,1,0,3,2,2,1,1,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,5,1,1,1,2,2,1,6
Malicious damage to property,5,3,1,2,3,4,4,0,7,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,4,3,2,0,0,1,0,1,3,3
Burglary at residential premises,11,8,9,12,22,18,25,8,15,11
Theft of motor vehicle and motorcycle,0,0,0,1,0,1,0,1,0,0
Theft out of or from motor vehicle,0,0,0,0,0,0,2,0,2,0
Stock-theft,15,10,18,11,18,11,22,26,67,71
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,0,2,4,1,3,2,1,0,4
Drug-related crime,9,7,3,10,2,5,7,2,3,11
Driving under the influence of alcohol or drugs,0,0,0,0,0,1,0,0,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,11,4,6,7,10,5,17,4,9,11
Commercial crime,0,0,0,0,0,0,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,1,0,1,2
Robbery at non-residential premises,1,2,0,0,0,1,0,0,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,3,0,0,1,0,0,0,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,0,0,0,0,1,1,0,6,1,1
Neglect and ill-treatment of children ,1,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lusikisiki (EC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,76,61,98,84,64,80,77,90,80,109
Total Sexual Crimes,78,126,244,133,133,132,151,148,155,146
Attempted murder,60,84,71,45,34,51,47,53,38,42
Assault with the intent to inflict grievous bodily harm,465,533,497,568,511,470,477,397,372,414
Common assault,135,187,222,236,225,152,193,153,126,185
Common robbery,225,164,206,151,110,73,69,38,45,36
Robbery with aggravating circumstances,73,135,143,98,77,117,156,152,156,143
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,73,57,40,45,58,33,41,38,36,39
Malicious damage to property,96,109,89,96,95,102,112,111,106,114
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,36,26,16,2,0,7,20,43,84,76
Burglary at residential premises,379,428,349,277,239,280,293,320,304,197
Theft of motor vehicle and motorcycle,66,57,58,32,29,16,20,13,13,15
Theft out of or from motor vehicle,99,84,55,61,59,27,56,52,71,63
Stock-theft,126,110,92,58,72,80,101,97,83,88
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,57,68,48,61,67,54,61,87,51,73
Drug-related crime,65,102,51,38,27,39,47,28,44,57
Driving under the influence of alcohol or drugs,2,15,9,22,15,12,6,8,3,9
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,315,394,289,268,207,274,248,236,240,194
Commercial crime,29,52,58,57,58,63,148,137,156,298
Shoplifting,92,51,57,41,49,22,23,40,68,78
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,3,6,2,6,4,7,5,2
Truck hijacking,0,0,0,0,1,0,0,0,0,0
Robbery at residential premises,0,37,21,2,8,39,51,39,41,16
Robbery at non-residential premises,32,8,14,1,5,5,22,28,39,45
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,30,28,29,35,29,18,32,30,32,22
Public violence,1,0,4,5,4,0,2,2,1,5
Crimen injuria,0,1,0,1,2,1,1,5,1,2
Neglect and ill-treatment of children ,3,5,10,1,8,5,3,3,1,2
Kidnapping,7,12,8,1,2,1,10,11,9,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Macleantown (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,6,2,5,7,14,7,7,12,5
Total Sexual Crimes,13,11,15,27,23,23,16,9,18,16
Attempted murder,2,3,4,10,7,5,6,4,1,2
Assault with the intent to inflict grievous bodily harm,61,93,77,94,80,59,50,41,43,34
Common assault,27,27,15,35,24,17,18,13,8,4
Common robbery,7,7,10,8,10,4,0,6,4,3
Robbery with aggravating circumstances,6,7,10,16,9,13,5,5,9,10
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,1,3,4,2,0,1,0
Malicious damage to property,8,18,12,23,24,20,16,18,14,7
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,1,4,3,0,1,3,1,7
Burglary at residential premises,41,30,40,55,50,30,52,54,53,21
Theft of motor vehicle and motorcycle,1,1,4,0,4,0,0,1,1,2
Theft out of or from motor vehicle,1,2,3,3,3,1,4,4,4,5
Stock-theft,15,4,7,6,8,21,25,25,15,14
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,4,0,1,1,0,2,1,1
Drug-related crime,1,2,7,9,3,10,7,11,8,11
Driving under the influence of alcohol or drugs,0,1,0,1,2,3,8,0,3,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,53,38,43,42,31,45,30,29,40,14
Commercial crime,0,0,0,2,0,0,1,1,0,0
Shoplifting,1,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,0,1,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,5,2,1,0,2
Robbery at non-residential premises,0,0,0,0,0,3,1,0,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,0,3,3,4,2,3,4,3,2
Public violence,0,1,0,0,0,0,1,0,0,0
Crimen injuria,0,3,0,4,1,0,2,0,0,0
Neglect and ill-treatment of children ,1,0,1,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Maclear (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,10,5,6,11,7,18,17,19,22
Total Sexual Crimes,14,22,17,21,14,13,35,28,38,38
Attempted murder,4,3,3,4,4,3,8,4,11,2
Assault with the intent to inflict grievous bodily harm,86,85,85,84,83,60,91,101,151,109
Common assault,61,40,39,35,20,29,39,35,45,35
Common robbery,19,32,19,12,13,9,10,16,24,11
Robbery with aggravating circumstances,9,6,5,5,8,21,24,21,42,40
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,6,2,2,3,1,3,2,4,2
Malicious damage to property,25,26,15,23,11,20,23,40,31,18
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,39,37,15,24,12,18,20,23,13,27
Burglary at residential premises,92,71,63,53,88,63,94,122,110,102
Theft of motor vehicle and motorcycle,14,14,10,13,5,4,5,17,10,10
Theft out of or from motor vehicle,25,19,11,11,3,5,4,6,16,15
Stock-theft,61,69,39,51,27,27,59,70,59,81
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,8,14,2,1,3,3,4,8,6,11
Drug-related crime,10,19,14,26,17,11,16,17,8,21
Driving under the influence of alcohol or drugs,4,1,1,4,0,4,11,31,12,43
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,93,68,64,40,74,50,88,99,101,86
Commercial crime,6,10,6,6,8,7,10,4,11,7
Shoplifting,21,28,22,22,40,46,49,51,40,13
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,0,0,0,0,1,0,3,0
Truck hijacking,0,1,0,0,0,0,0,0,1,0
Robbery at residential premises,2,1,0,0,0,1,6,8,7,6
Robbery at non-residential premises,0,0,1,1,1,7,5,5,9,20
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,5,7,4,2,5,6,8,9,7
Public violence,0,0,0,0,0,0,0,0,2,0
Crimen injuria,23,11,7,7,3,3,7,5,8,3
Neglect and ill-treatment of children ,0,4,1,0,0,0,0,0,0,0
Kidnapping,0,1,1,0,0,0,0,0,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Maletswai (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,6,5,6,7,6,5,4,4,6
Total Sexual Crimes,47,35,57,42,24,25,32,40,43,40
Attempted murder,6,3,6,2,1,2,3,1,5,0
Assault with the intent to inflict grievous bodily harm,312,297,253,191,133,97,122,113,121,126
Common assault,115,152,121,50,24,30,21,33,37,23
Common robbery,60,56,59,29,33,12,6,12,10,5
Robbery with aggravating circumstances,4,21,33,11,17,11,14,9,8,13
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,4,3,5,5,1,1,6,4,5
Malicious damage to property,53,63,65,59,23,12,17,20,24,29
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,23,30,23,16,3,1,5,6,13,9
Burglary at residential premises,109,114,113,144,83,68,82,87,65,63
Theft of motor vehicle and motorcycle,9,2,4,1,2,2,1,3,2,3
Theft out of or from motor vehicle,18,12,9,8,2,4,5,5,9,5
Stock-theft,15,8,7,0,2,0,3,1,4,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,4,3,1,2,3,3,0,3,1
Drug-related crime,42,69,58,24,24,55,47,50,147,168
Driving under the influence of alcohol or drugs,5,1,2,5,3,4,4,10,20,15
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,141,163,105,82,44,25,28,41,32,30
Commercial crime,2,5,7,3,0,1,2,2,2,0
Shoplifting,0,0,1,1,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,1,1,0,0,2,1,1,0,2
Robbery at non-residential premises,1,0,4,0,2,4,8,6,5,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,1,3,1,0,0,0,0,1,1
Public violence,0,0,0,0,0,0,0,0,0,3
Crimen injuria,34,80,48,20,8,5,6,14,12,7
Neglect and ill-treatment of children ,4,4,4,2,2,1,2,2,4,8
Kidnapping,1,3,0,0,0,0,0,0,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Maluti (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,27,27,34,33,37,36,50,41,40,40
Total Sexual Crimes,80,76,69,81,71,74,112,98,96,104
Attempted murder,8,9,15,7,11,12,13,11,6,7
Assault with the intent to inflict grievous bodily harm,318,301,287,281,257,300,406,321,282,269
Common assault,47,59,27,44,52,61,70,59,53,33
Common robbery,33,33,44,51,32,32,41,31,35,19
Robbery with aggravating circumstances,4,10,25,15,34,35,29,22,55,48
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,20,24,12,16,13,8,22,11,14,11
Malicious damage to property,64,51,45,74,62,54,76,81,71,70
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,38,27,17,20,23,15,8,3,35,37
Burglary at residential premises,179,180,187,240,214,228,295,221,206,178
Theft of motor vehicle and motorcycle,6,3,11,8,4,8,5,12,6,5
Theft out of or from motor vehicle,17,19,15,9,5,12,16,10,19,16
Stock-theft,198,160,122,175,235,235,243,276,221,193
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,45,68,21,13,11,26,16,24,7,7
Drug-related crime,137,159,96,114,90,90,127,65,59,51
Driving under the influence of alcohol or drugs,6,6,49,73,20,37,17,58,44,78
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,177,90,100,74,61,112,129,89,108,103
Commercial crime,1,2,4,3,14,18,17,15,18,11
Shoplifting,0,0,1,1,0,1,1,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,0,2,1,2,2,1,1,0,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,0,0,2,4,14,6,4,6
Robbery at non-residential premises,1,4,4,0,1,8,5,5,20,19
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,15,6,7,12,7,10,10,6,9
Public violence,0,0,0,0,1,0,0,0,0,0
Crimen injuria,0,4,5,3,4,12,3,7,9,4
Neglect and ill-treatment of children ,2,1,1,3,2,3,3,1,1,0
Kidnapping,0,1,1,0,3,0,3,1,1,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Matatiele (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,16,4,4,6,5,12,10,10,9,5
Total Sexual Crimes,22,17,12,18,18,23,20,23,24,22
Attempted murder,9,6,20,7,6,5,3,4,5,3
Assault with the intent to inflict grievous bodily harm,87,88,75,86,72,84,78,83,90,74
Common assault,133,95,118,124,86,84,72,95,113,73
Common robbery,63,33,24,58,34,32,71,44,38,36
Robbery with aggravating circumstances,13,15,14,24,11,26,9,9,27,28
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,1,3,2,3,1,1,0,1
Malicious damage to property,77,56,58,70,40,58,62,43,39,38
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,105,100,106,80,39,64,45,34,37,29
Burglary at residential premises,87,133,102,118,96,140,109,45,94,57
Theft of motor vehicle and motorcycle,22,14,12,12,11,19,6,18,13,6
Theft out of or from motor vehicle,51,36,34,47,20,23,31,24,46,31
Stock-theft,19,14,15,20,13,35,23,17,23,25
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,5,2,3,3,8,5,3,10,5
Drug-related crime,51,58,64,42,61,47,58,41,72,68
Driving under the influence of alcohol or drugs,31,26,72,22,13,21,19,35,52,52
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,454,326,377,310,131,97,133,128,137,110
Commercial crime,15,24,35,40,60,56,58,116,178,183
Shoplifting,341,264,219,203,167,179,176,110,145,102
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,1,0,2,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,1,3,0,0,5,3
Robbery at non-residential premises,0,1,0,0,0,4,1,2,6,7
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,3,4,4,5,3,8,6,3,3
Public violence,0,0,1,1,0,1,0,0,0,1
Crimen injuria,8,11,8,13,10,10,12,10,19,17
Neglect and ill-treatment of children ,2,1,1,2,2,2,0,2,0,0
Kidnapping,1,0,3,0,0,1,3,0,3,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mbizeni (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,2,1,0,0,0,0,0,0,0
Total Sexual Crimes,1,2,1,2,0,1,1,0,2,2
Attempted murder,0,0,0,0,0,0,0,0,0,0
Assault with the intent to inflict grievous bodily harm,2,3,2,2,3,3,4,5,1,4
Common assault,3,3,2,0,2,1,3,0,0,0
Common robbery,0,0,0,0,0,0,0,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,0,0,0,0,0,0,0,0
Malicious damage to property,0,0,1,0,0,0,1,0,0,0
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,1,1,0,0,0
Burglary at residential premises,0,0,1,1,2,1,1,1,1,2
