Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mpumalanga  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Illegal possession of firearms and ammunition,3,2,0,3,0,2,3,2,2,2
Drug-related crime,17,19,10,5,12,13,4,10,20,54
Driving under the influence of alcohol or drugs,6,1,0,0,1,1,3,1,10,18
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,115,57,75,58,50,55,44,69,35,25
Commercial crime,1,2,5,1,1,0,1,0,4,3
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,2,1,1,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,4,3,21,7,4,2
Robbery at non-residential premises,0,0,0,0,0,4,4,3,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,4,0,2,7,4,2,2,0,4
Public violence,0,0,0,0,0,0,0,2,0,2
Crimen injuria,1,1,0,2,7,2,2,0,1,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,1,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lydenburg (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,12,10,9,15,7,8,10,5,6
Total Sexual Crimes,56,58,71,63,46,47,58,50,43,56
Attempted murder,34,22,18,28,19,21,24,11,7,8
Assault with the intent to inflict grievous bodily harm,394,334,290,333,307,327,316,236,172,141
Common assault,556,569,503,414,447,380,345,322,164,152
Common robbery,85,94,87,83,62,58,43,21,21,14
Robbery with aggravating circumstances,32,26,22,41,49,47,40,31,22,29
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,20,16,18,23,21,10,21,3,2,2
Malicious damage to property,231,208,233,201,260,186,213,151,97,92
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,34,16,17,7,35,39,53,39,40,52
Burglary at residential premises,332,315,300,317,409,371,335,394,396,375
Theft of motor vehicle and motorcycle,72,77,88,96,89,55,42,35,41,44
Theft out of or from motor vehicle,65,116,86,92,151,72,89,93,71,99
Stock-theft,68,73,45,23,34,43,33,21,23,23
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,17,7,7,5,4,8,4,4,10
Drug-related crime,25,37,40,33,27,26,23,49,72,73
Driving under the influence of alcohol or drugs,15,9,18,12,21,29,40,44,85,80
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,905,974,669,685,593,678,474,371,370,304
Commercial crime,69,52,58,71,55,96,92,90,74,87
Shoplifting,108,109,98,103,185,117,159,133,58,68
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,3,0,2,1,0,2,3,2,2
Truck hijacking,1,0,1,0,0,2,0,0,0,0
Robbery at residential premises,0,1,1,1,2,10,9,4,6,3
Robbery at non-residential premises,0,1,0,2,2,12,7,8,6,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,11,13,14,13,23,18,17,14,12,20
Public violence,0,2,3,4,2,0,17,0,0,1
Crimen injuria,340,321,264,191,169,166,109,76,38,26
Neglect and ill-treatment of children ,10,6,4,0,0,9,3,3,3,2
Kidnapping,1,0,2,1,0,0,0,2,4,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Maartenshoop (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,2,2,0,0,0,1,0,0,0
Total Sexual Crimes,5,4,8,7,4,1,2,2,0,0
Attempted murder,1,3,5,0,2,0,0,6,1,0
Assault with the intent to inflict grievous bodily harm,12,28,15,20,19,5,14,8,6,7
Common assault,43,15,17,32,11,13,6,10,4,2
Common robbery,4,1,0,6,1,2,1,2,0,0
Robbery with aggravating circumstances,9,11,5,9,6,5,2,1,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,2,0,0,1,1,0,1
Malicious damage to property,10,13,7,17,9,21,13,5,6,4
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,44,9,2,8,6,5,3,7,3,2
Burglary at residential premises,4,16,35,46,12,17,21,4,8,9
Theft of motor vehicle and motorcycle,1,2,3,13,3,3,0,0,2,4
Theft out of or from motor vehicle,2,1,7,4,2,2,0,1,1,3
Stock-theft,39,37,15,23,24,21,21,18,12,16
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,1,1,1,0,0,1,0,0
Drug-related crime,0,5,4,1,2,0,0,17,57,56
Driving under the influence of alcohol or drugs,0,0,1,0,1,0,1,2,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,54,52,57,103,77,72,48,34,17,11
Commercial crime,0,0,2,1,1,1,1,1,1,1
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,2,2,1,0,0,0,0,0
Truck hijacking,0,1,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,1,0,2,2,0,0,1,0
Robbery at non-residential premises,0,0,0,2,0,1,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,6,2,4,5,2,1,5,1,3
Public violence,0,0,2,0,0,0,0,0,0,0
Crimen injuria,7,20,16,14,1,9,6,6,4,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,1,0,0
Kidnapping,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Machadodorp (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,1,3,5,4,3,3,0,0,2
Total Sexual Crimes,11,13,16,17,12,20,12,16,13,10
Attempted murder,4,4,1,2,1,1,6,4,0,1
Assault with the intent to inflict grievous bodily harm,81,87,60,87,54,63,77,42,22,27
Common assault,88,81,74,74,62,57,60,38,10,19
Common robbery,3,2,2,17,12,14,6,10,3,4
Robbery with aggravating circumstances,4,7,9,7,11,8,4,7,7,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,2,5,3,2,3,0,0,0
Malicious damage to property,50,42,25,40,43,39,56,28,16,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,34,20,2,13,11,23,7,7,9,5
Burglary at residential premises,95,77,62,75,95,78,92,78,54,63
Theft of motor vehicle and motorcycle,7,3,2,10,9,3,8,11,11,6
Theft out of or from motor vehicle,17,13,12,4,10,4,9,9,9,9
Stock-theft,55,25,19,11,14,19,27,18,31,22
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,2,0,3,0,1,1,0,3,9
Drug-related crime,8,6,2,14,5,4,7,19,27,44
Driving under the influence of alcohol or drugs,7,7,3,8,4,4,6,19,31,50
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,157,149,123,146,102,109,127,75,46,42
Commercial crime,10,6,9,4,13,12,16,18,12,17
Shoplifting,3,0,2,4,5,5,2,7,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,4,1,0,0,1,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,3,1,2,0,0,1,2
Robbery at non-residential premises,1,0,0,0,1,1,1,3,5,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,9,10,9,14,13,11,13,7,10
Public violence,0,0,0,0,0,1,15,4,0,0
Crimen injuria,16,18,24,18,8,6,20,7,1,2
Neglect and ill-treatment of children ,0,1,0,1,1,1,0,0,1,0
Kidnapping,0,1,1,0,0,1,0,0,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mahamba (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,0,0,0,0,1,0,1,0,1
Total Sexual Crimes,8,4,6,7,1,1,1,4,1,4
Attempted murder,2,1,2,0,3,0,0,0,2,1
Assault with the intent to inflict grievous bodily harm,18,18,25,7,14,16,16,13,10,8
Common assault,5,14,15,14,5,8,6,4,6,10
Common robbery,4,2,2,3,1,4,0,2,0,2
Robbery with aggravating circumstances,1,2,2,3,4,1,5,3,7,9
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,0,0,0,2,0,1,0,0
Malicious damage to property,7,16,11,1,7,8,6,7,10,10
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,4,2,0,0,1,1,0,2,0,3
Burglary at residential premises,16,20,11,6,7,6,9,7,13,11
Theft of motor vehicle and motorcycle,1,1,1,2,1,2,6,6,2,3
Theft out of or from motor vehicle,10,6,3,4,3,2,1,1,1,3
Stock-theft,42,46,39,34,24,25,25,8,9,14
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,2,2,1,0,0,4,1,1,1
Drug-related crime,3,1,15,13,7,22,14,18,26,37
Driving under the influence of alcohol or drugs,2,2,0,0,0,0,0,1,1,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,48,40,24,30,25,7,17,32,30,23
Commercial crime,5,0,2,7,4,2,5,3,6,9
Shoplifting,0,0,0,0,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,1,1,0,0,3,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,1,0,2,0,4,3
Robbery at non-residential premises,0,0,0,0,0,0,2,1,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,5,1,2,2,2,6,6,2,6
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,3,8,3,0,1,2,0,0,1,1
Neglect and ill-treatment of children ,0,0,1,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Malelane (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,4,3,3,3,2,2,1,2,1
Total Sexual Crimes,15,14,22,20,17,19,8,12,8,9
Attempted murder,6,4,7,7,4,4,8,1,2,1
Assault with the intent to inflict grievous bodily harm,106,99,92,102,69,83,67,73,45,32
Common assault,84,87,89,91,69,51,60,38,22,22
Common robbery,20,28,20,39,21,28,21,8,5,7
Robbery with aggravating circumstances,46,33,43,40,49,37,21,24,12,35
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,4,5,3,1,5,2,2,0
Malicious damage to property,55,30,53,26,33,49,42,17,16,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,51,42,44,62,53,41,35,35,39,32
Burglary at residential premises,129,96,143,78,74,84,79,65,59,47
Theft of motor vehicle and motorcycle,30,18,21,24,16,10,4,3,14,9
Theft out of or from motor vehicle,95,66,56,41,46,39,40,34,56,35
Stock-theft,2,4,0,0,0,0,0,0,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,2,2,0,2,3,0,3,3,3
Drug-related crime,28,56,42,19,14,19,21,32,69,71
Driving under the influence of alcohol or drugs,6,3,9,8,18,7,3,4,5,8
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,618,413,429,381,370,398,280,271,184,209
Commercial crime,32,46,47,49,38,52,35,42,37,32
Shoplifting,179,130,118,179,155,152,130,98,86,80
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,12,3,9,3,2,4,1,4,0,0
Truck hijacking,0,0,0,0,2,1,0,0,1,0
Robbery at residential premises,0,0,0,3,19,3,7,6,2,20
Robbery at non-residential premises,0,1,0,2,2,9,6,0,3,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,15,15,11,21,16,19,11,15,14
Public violence,0,1,1,0,0,0,1,0,0,0
Crimen injuria,17,17,16,18,15,2,5,7,1,1
Neglect and ill-treatment of children ,2,1,1,0,0,0,1,0,1,0
Kidnapping,0,0,0,1,0,2,1,2,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Masoyi (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,88,35,43,41,32,23,23,13,24,24
Total Sexual Crimes,129,156,186,163,143,161,118,137,145,182
Attempted murder,73,76,101,97,50,34,30,41,36,32
Assault with the intent to inflict grievous bodily harm,349,459,521,508,397,368,286,374,357,206
Common assault,123,186,198,337,256,184,97,172,140,118
Common robbery,35,101,92,86,74,56,19,34,36,41
Robbery with aggravating circumstances,379,302,367,336,243,208,146,147,183,137
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,71,21,26,21,9,12,12,13,4,5
Malicious damage to property,58,183,179,235,144,160,85,121,177,110
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,20,39,11,27,62,117,114,92,103,66
Burglary at residential premises,385,483,539,472,436,438,329,333,366,352
Theft of motor vehicle and motorcycle,12,22,36,23,15,12,14,20,9,33
Theft out of or from motor vehicle,46,47,31,43,23,39,26,38,63,61
Stock-theft,10,11,2,3,4,7,3,13,8,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,40,48,24,24,21,18,20,20,34,26
Drug-related crime,8,24,42,33,15,25,6,24,21,24
Driving under the influence of alcohol or drugs,0,2,2,1,18,6,3,17,40,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,276,361,313,370,278,108,97,318,406,154
Commercial crime,8,14,5,4,2,3,5,10,9,5
Shoplifting,0,2,2,0,0,0,0,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,8,1,26,38,41,33,13,14,8
Truck hijacking,1,1,0,0,0,0,0,0,0,0
Robbery at residential premises,32,10,11,43,41,50,34,33,54,30
Robbery at non-residential premises,50,16,0,1,3,13,16,40,43,43
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,14,18,24,17,23,20,17,20,19,18
Public violence,0,0,4,1,1,1,4,0,3,1
Crimen injuria,8,19,12,28,24,9,11,13,5,5
Neglect and ill-treatment of children ,0,2,2,5,6,1,0,0,3,1
Kidnapping,1,4,1,0,4,1,1,2,6,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Matsulu (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,9,8,11,7,11,13,6,6,7
Total Sexual Crimes,54,56,65,77,52,73,79,71,72,65
Attempted murder,17,32,23,11,23,26,22,11,14,20
Assault with the intent to inflict grievous bodily harm,273,281,287,292,253,212,218,202,240,245
Common assault,186,163,138,172,145,128,123,96,95,118
Common robbery,71,61,45,54,55,47,22,27,23,27
Robbery with aggravating circumstances,100,120,133,131,101,88,123,106,115,67
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,5,8,13,5,9,5,5,4,4
Malicious damage to property,122,87,105,89,87,85,84,90,89,123
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,38,18,17,11,42,42,32,35,18,25
Burglary at residential premises,262,266,163,203,161,168,158,160,163,249
Theft of motor vehicle and motorcycle,14,6,8,15,11,8,8,8,7,12
Theft out of or from motor vehicle,38,20,26,15,13,27,39,49,40,31
Stock-theft,4,2,1,0,0,0,1,0,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,7,5,11,7,8,11,4,20,15
Drug-related crime,10,10,20,20,11,4,2,26,23,36
Driving under the influence of alcohol or drugs,2,1,2,3,18,22,10,13,20,18
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,232,246,189,179,147,168,113,139,207,402
Commercial crime,3,6,6,5,11,9,12,6,14,27
Shoplifting,29,23,7,14,10,12,6,8,3,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,5,2,6,9,12,12,11,3,3
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,2,5,12,16,8,21,24,18,35,18
Robbery at non-residential premises,0,0,0,0,1,3,9,15,15,20
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,7,10,11,11,12,11,6,8,6
Public violence,0,0,0,0,2,0,2,0,1,1
Crimen injuria,24,19,17,19,28,21,14,18,16,16
Neglect and ill-treatment of children ,2,5,1,4,2,3,0,0,0,0
Kidnapping,0,2,1,0,0,2,2,3,4,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mayflower (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,10,9,8,6,10,10,3,10,11
Total Sexual Crimes,25,45,69,49,49,44,45,39,39,43
Attempted murder,11,3,13,8,4,8,18,8,4,8
Assault with the intent to inflict grievous bodily harm,175,219,210,141,118,175,156,107,83,101
Common assault,40,68,67,34,36,36,39,32,22,8
Common robbery,47,29,32,27,21,27,35,15,16,10
Robbery with aggravating circumstances,21,19,53,31,19,29,38,23,26,26
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,8,7,2,3,2,1,2,3
Malicious damage to property,55,57,43,30,28,26,47,24,16,32
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,37,8,9,10,4,0,12,20,31,19
Burglary at residential premises,163,163,194,155,146,181,160,97,97,87
Theft of motor vehicle and motorcycle,16,12,7,14,8,4,3,4,7,9
Theft out of or from motor vehicle,42,55,48,22,17,7,10,12,13,26
Stock-theft,92,66,42,109,146,116,104,54,58,70
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,6,9,5,6,8,3,4,4,5
Drug-related crime,3,11,25,28,20,26,23,19,35,65
Driving under the influence of alcohol or drugs,3,0,1,3,2,0,7,3,2,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,121,112,105,66,61,99,76,50,49,48
Commercial crime,1,1,2,4,2,2,5,3,8,13
Shoplifting,1,0,0,1,0,0,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,1,0,0,0,0,2,1
Truck hijacking,0,0,1,0,0,2,0,0,0,0
Robbery at residential premises,2,7,13,6,4,15,18,4,6,4
Robbery at non-residential premises,0,1,0,0,0,7,3,10,16,16
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,2,5,3,2,5,8,4,7,7
Public violence,0,0,0,0,2,0,0,0,0,1
Crimen injuria,3,4,5,1,0,2,7,2,1,1
Neglect and ill-treatment of children ,1,5,1,0,0,1,3,0,1,0
Kidnapping,3,2,1,1,1,3,3,3,0,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mbuzini (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,3,3,3,2,1,4,0,3,1
Total Sexual Crimes,9,3,6,15,9,16,14,7,16,9
Attempted murder,3,4,6,2,1,5,0,0,0,0
Assault with the intent to inflict grievous bodily harm,63,68,56,50,52,60,43,50,39,39
Common assault,24,21,33,20,24,23,23,15,9,10
Common robbery,2,4,3,4,3,5,1,2,0,2
Robbery with aggravating circumstances,7,7,7,11,6,10,6,11,10,12
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,5,2,3,3,7,1,2,0,1
Malicious damage to property,14,15,12,12,8,14,8,6,8,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,7,9,6,1,13,10,14,10,14
Burglary at residential premises,21,22,7,26,16,17,22,10,12,16
Theft of motor vehicle and motorcycle,0,0,0,0,0,1,1,1,0,3
Theft out of or from motor vehicle,2,1,0,1,1,2,1,1,2,1
Stock-theft,14,8,2,5,1,2,4,0,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,3,2,1,1,2,2,4,0
Drug-related crime,2,1,3,5,2,1,0,4,5,10
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,1,1,0,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,23,23,17,17,12,23,11,20,14,12
Commercial crime,1,3,4,1,0,1,1,1,0,1
Shoplifting,0,0,1,0,0,0,0,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,1,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,2,1,3,7,3
Robbery at non-residential premises,0,0,0,0,1,7,2,7,2,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,2,1,2,3,5,2,4,4
Public violence,1,0,0,2,0,0,0,0,0,0
Crimen injuria,0,0,0,2,0,0,1,0,0,0
Neglect and ill-treatment of children ,1,0,1,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,1,2,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mhala (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,14,16,13,17,19,17,17,9,9,13
Total Sexual Crimes,70,97,102,90,95,94,96,96,90,93
Attempted murder,40,13,21,22,24,24,22,15,13,13
Assault with the intent to inflict grievous bodily harm,343,422,331,285,308,277,292,261,246,250
Common assault,254,342,254,170,154,158,146,159,126,102
Common robbery,57,77,67,47,59,78,52,39,29,35
Robbery with aggravating circumstances,81,70,72,66,64,86,103,74,86,57
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,16,15,22,13,7,19,16,14,8,6
Malicious damage to property,117,101,129,83,111,106,106,121,99,117
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,47,60,75,112,96,119,69,90,103,96
Burglary at residential premises,294,314,366,296,299,420,274,242,184,196
Theft of motor vehicle and motorcycle,18,17,9,15,20,24,33,21,11,9
Theft out of or from motor vehicle,50,55,50,29,29,36,22,29,22,22
Stock-theft,41,46,14,17,86,63,42,18,23,27
