Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Free State Provincial Total  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,9,4,7,6,5,3,6,2,2
Drug-related crime,27,36,33,67,45,31,57,11,32,55
Driving under the influence of alcohol or drugs,3,7,7,4,9,13,15,11,8,9
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,246,208,206,161,209,184,167,130,167,119
Commercial crime,2,3,6,5,6,2,3,4,2,2
Shoplifting,1,1,3,3,4,0,5,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,2,3,0,5
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,16,9,5,0,21,8,6,13,16,16
Robbery at non-residential premises,0,0,1,0,3,6,20,13,9,19
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,13,10,11,4,10,10,10,7,11
Public violence,0,0,0,0,0,0,3,0,2,1
Crimen injuria,36,27,23,18,12,5,12,8,3,9
Neglect and ill-treatment of children ,6,7,0,1,4,4,4,3,2,1
Kidnapping,0,0,2,1,3,0,3,2,4,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Navalsig (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,5,6,6,3,8,6,3,6,6
Total Sexual Crimes,26,52,30,26,27,34,39,55,57,99
Attempted murder,7,7,5,4,1,3,5,7,8,3
Assault with the intent to inflict grievous bodily harm,88,77,65,57,56,57,58,84,54,67
Common assault,255,230,191,179,187,150,157,174,138,122
Common robbery,31,29,19,33,23,22,30,35,19,24
Robbery with aggravating circumstances,33,54,45,54,58,81,66,55,61,56
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,3,2,3,1,1,9,3,3,2
Malicious damage to property,153,144,118,79,94,92,91,113,96,53
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,38,51,39,53,34,70,64,95,66,55
Burglary at residential premises,160,171,138,133,156,196,234,242,230,216
Theft of motor vehicle and motorcycle,58,79,57,72,72,73,70,71,39,39
Theft out of or from motor vehicle,267,166,172,112,167,163,127,142,157,119
Stock-theft,16,14,8,5,9,14,8,22,38,30
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,1,3,4,3,3,3,5,3,4
Drug-related crime,15,48,25,32,15,38,41,59,59,60
Driving under the influence of alcohol or drugs,5,12,16,7,10,8,11,25,11,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,623,485,445,417,420,425,439,428,400,337
Commercial crime,35,31,27,19,24,29,44,40,387,43
Shoplifting,11,7,3,5,4,2,5,8,7,4
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,3,3,4,3,8,6,7,8
Truck hijacking,0,0,0,0,0,1,0,0,1,2
Robbery at residential premises,0,0,0,0,0,5,9,7,11,9
Robbery at non-residential premises,0,0,0,3,6,28,14,3,7,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,2,6,5,3,6,12,5,15,10
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,47,67,41,34,38,27,36,38,28,29
Neglect and ill-treatment of children ,4,2,0,2,1,3,2,5,3,0
Kidnapping,0,0,0,0,1,0,1,1,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Odendaalsrus (FS)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,20,17,15,28,14,23,31,21,17,36
Total Sexual Crimes,111,128,123,129,130,116,111,119,154,178
Attempted murder,32,16,24,23,19,16,27,17,18,18
Assault with the intent to inflict grievous bodily harm,465,554,494,424,489,462,466,439,438,421
Common assault,708,689,661,625,588,498,449,441,432,542
Common robbery,239,161,130,119,130,132,86,72,59,58
Robbery with aggravating circumstances,46,163,149,154,141,131,151,177,196,197
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,9,9,10,13,10,16,5,8,11
Malicious damage to property,214,241,253,231,260,254,230,223,232,228
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,118,78,79,100,119,145,153,130,112,104
Burglary at residential premises,488,541,476,395,361,320,341,295,293,304
Theft of motor vehicle and motorcycle,36,29,39,40,66,28,21,30,42,27
Theft out of or from motor vehicle,142,121,87,78,93,75,60,65,65,56
Stock-theft,46,39,57,25,36,45,57,57,40,36
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,15,4,11,11,13,5,4,5,10,17
Drug-related crime,52,52,53,51,68,43,63,61,35,37
Driving under the influence of alcohol or drugs,22,15,45,32,33,65,39,47,39,31
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,965,721,633,570,737,693,657,559,626,594
Commercial crime,35,51,37,32,37,47,43,81,132,161
Shoplifting,41,52,39,26,23,25,27,13,13,7
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,1,1,2,0,2,4,0,4,4
Truck hijacking,0,0,0,0,0,0,0,0,2,0
Robbery at residential premises,0,0,0,0,3,2,12,28,18,18
Robbery at non-residential premises,1,0,0,2,11,12,27,31,39,41
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,24,19,27,23,17,13,20,22,18
Public violence,2,0,1,1,0,0,0,3,7,0
Crimen injuria,286,292,214,223,180,141,123,134,147,164
Neglect and ill-treatment of children ,5,4,10,6,6,5,1,7,9,4
Kidnapping,1,1,3,2,3,4,3,1,8,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Oranjeville (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,0,2,0,0,1,0,2,1
Total Sexual Crimes,8,3,5,8,6,10,15,8,3,8
Attempted murder,1,6,4,4,0,2,3,2,3,1
Assault with the intent to inflict grievous bodily harm,41,39,32,37,27,27,18,20,20,32
Common assault,55,68,61,88,72,77,47,37,49,51
Common robbery,4,4,1,2,0,2,1,2,1,2
Robbery with aggravating circumstances,0,1,2,0,1,5,0,4,5,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,2,2,0,3,1,0,1,2,1
Malicious damage to property,20,23,25,20,18,16,11,10,3,13
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,20,4,6,2,9,5,7,5,7
Burglary at residential premises,55,79,71,45,41,51,41,37,18,42
Theft of motor vehicle and motorcycle,4,1,3,1,2,4,1,4,4,2
Theft out of or from motor vehicle,8,26,12,3,2,4,1,2,2,1
Stock-theft,19,14,19,19,11,7,6,17,8,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,0,2,0,0,0,1,0,2,2
Drug-related crime,1,1,2,4,2,6,14,10,19,22
Driving under the influence of alcohol or drugs,0,1,1,5,6,3,5,2,3,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,65,69,59,53,41,56,39,24,27,29
Commercial crime,2,7,2,1,2,1,5,0,5,2
Shoplifting,0,3,0,0,1,0,0,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,1,0
Truck hijacking,0,0,0,0,0,0,0,1,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,1,0
Robbery at non-residential premises,0,0,0,0,0,3,0,1,2,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,1,2,1,1,3,1,2,1,3
Public violence,0,0,0,0,1,0,0,0,0,0
Crimen injuria,21,26,37,44,35,7,17,0,1,7
Neglect and ill-treatment of children ,3,7,3,3,5,1,2,0,0,1
Kidnapping,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Park Road (FS)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
"Park Road, Batho and Bloemspruit ceded Mangaung June 2004. Park Road was previously known as Parkweg ",,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,34,24,17,22,28,25,22,20,26,20
Total Sexual Crimes,188,199,159,124,155,116,140,178,190,177
Attempted murder,51,47,37,28,42,53,42,26,31,44
Assault with the intent to inflict grievous bodily harm,418,382,395,318,388,367,327,314,346,391
Common assault,1366,1241,1336,1333,1143,1210,1204,1066,1000,1029
Common robbery,436,302,252,481,480,620,614,587,563,609
Robbery with aggravating circumstances,767,834,699,991,936,893,720,543,524,732
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,24,18,11,11,16,8,11,12,4,6
Malicious damage to property,1123,865,817,853,728,655,636,431,418,448
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,697,506,540,620,770,921,635,748,586,625
Burglary at residential premises,1119,852,1023,1009,1056,1131,1084,1185,1289,1829
Theft of motor vehicle and motorcycle,1059,924,895,903,917,922,786,664,414,382
Theft out of or from motor vehicle,3047,2159,1914,1705,1465,1975,1509,1213,1287,1752
Stock-theft,20,28,19,20,11,16,17,12,17,27
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,21,12,16,8,31,21,19,15,8,15
Drug-related crime,188,289,257,288,432,295,387,279,256,427
Driving under the influence of alcohol or drugs,104,83,66,72,88,70,112,115,113,128
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,7123,5740,5194,4412,3927,3390,3159,3080,2740,3146
Commercial crime,542,577,495,618,912,1310,1143,1391,1427,1667
Shoplifting,793,697,840,776,797,943,966,921,945,986
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,26,43,16,22,38,46,42,42,37,20
Truck hijacking,0,1,2,1,1,2,1,0,2,0
Robbery at residential premises,0,15,3,10,44,51,45,50,42,77
Robbery at non-residential premises,1,31,3,32,66,65,91,55,51,110
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,34,30,27,17,34,28,31,15,36,29
Public violence,0,1,3,4,2,1,1,2,1,1
Crimen injuria,348,306,346,301,249,315,315,344,246,299
Neglect and ill-treatment of children ,11,7,9,10,9,1,7,7,1,0
Kidnapping,5,1,5,2,4,10,7,9,13,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Parys (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,2,6,5,3,3,4,2,2,4
Total Sexual Crimes,23,21,16,26,16,26,20,17,10,10
Attempted murder,8,9,3,5,4,6,4,4,6,2
Assault with the intent to inflict grievous bodily harm,43,34,33,34,60,49,32,21,21,20
Common assault,184,152,152,107,119,111,106,88,86,87
Common robbery,27,17,23,22,24,15,9,10,7,14
Robbery with aggravating circumstances,49,40,19,20,24,28,22,29,19,17
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,5,2,2,0,0,2,0,3,2
Malicious damage to property,102,113,97,90,95,71,66,45,36,49
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,57,38,32,56,66,59,76,86,50,104
Burglary at residential premises,224,173,214,187,167,114,122,124,82,156
Theft of motor vehicle and motorcycle,101,69,72,85,54,63,25,34,37,53
Theft out of or from motor vehicle,73,56,59,46,61,50,26,33,48,50
Stock-theft,43,33,39,38,31,22,36,36,29,29
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,4,0,1,2,3,2,3,5,1
Drug-related crime,22,39,29,34,64,79,50,42,86,118
Driving under the influence of alcohol or drugs,10,13,29,13,29,15,26,22,17,22
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,595,570,474,318,300,307,258,228,233,209
Commercial crime,62,54,35,30,35,34,45,62,63,95
Shoplifting,57,63,62,77,56,48,38,36,41,34
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,3,1,3,3,5,4,1,1,0
Truck hijacking,5,11,5,6,10,1,1,3,4,3
Robbery at residential premises,0,0,0,2,2,1,4,6,2,2
Robbery at non-residential premises,0,0,0,0,1,5,4,3,2,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,11,11,7,12,12,6,8,9,14
Public violence,0,0,1,0,0,0,0,1,0,1
Crimen injuria,52,34,22,9,15,13,16,12,10,8
Neglect and ill-treatment of children ,4,3,0,1,1,0,1,1,0,0
Kidnapping,0,0,1,0,1,2,3,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Paul Roux (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,2,2,1,1,2,1,2,0,3
Total Sexual Crimes,10,7,17,9,7,9,13,9,15,8
Attempted murder,4,1,2,0,3,3,3,4,3,3
Assault with the intent to inflict grievous bodily harm,42,33,42,55,54,51,42,38,35,27
Common assault,77,59,68,47,53,27,49,34,32,33
Common robbery,5,5,3,5,6,11,6,2,2,7
Robbery with aggravating circumstances,2,1,3,5,5,1,5,11,3,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,2,1,1,0,1,0,0,4
Malicious damage to property,21,18,21,26,20,16,16,11,14,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,9,6,13,7,3,18,24,8,5,17
Burglary at residential premises,38,28,34,39,19,43,36,24,29,37
Theft of motor vehicle and motorcycle,8,11,4,2,2,3,1,4,2,0
Theft out of or from motor vehicle,7,2,1,6,3,3,4,1,3,5
Stock-theft,18,25,29,32,39,46,33,42,50,34
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,6,0,2,0,0,1,1,0,2
Drug-related crime,32,12,21,23,10,19,42,7,10,24
Driving under the influence of alcohol or drugs,0,1,6,4,6,5,7,5,5,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,63,40,36,46,42,49,65,47,44,32
Commercial crime,1,1,0,1,1,1,2,3,6,1
Shoplifting,1,0,0,1,2,2,2,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,1,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,0,0,1,1,1,1
Robbery at non-residential premises,1,0,0,1,1,0,2,6,2,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,1,6,4,3,4,1,5,1,3
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,2,3,10,4,1,1,3,2,1,4
Neglect and ill-treatment of children ,1,0,1,4,1,1,1,1,0,0
Kidnapping,0,0,0,0,0,0,1,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Petrus Steyn (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,2,2,2,2,3,2,7,4,0
Total Sexual Crimes,20,26,19,15,17,15,29,14,20,17
Attempted murder,5,1,3,2,2,4,6,3,0,1
Assault with the intent to inflict grievous bodily harm,53,82,72,67,71,40,32,41,37,27
Common assault,161,109,127,88,81,49,39,49,50,32
Common robbery,10,15,8,12,4,5,4,1,3,2
Robbery with aggravating circumstances,5,5,5,4,10,7,9,7,5,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,0,2,0,1,0,0,1,0
Malicious damage to property,38,24,38,24,33,23,21,18,23,14
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,14,26,19,14,29,26,17,21,16,19
Burglary at residential premises,67,57,39,63,40,34,38,54,32,36
Theft of motor vehicle and motorcycle,12,14,2,2,5,2,3,2,1,2
Theft out of or from motor vehicle,6,11,7,11,5,8,4,5,4,9
Stock-theft,29,31,36,32,26,31,17,29,25,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,1,5,0,2,1,2,3,3,3
Drug-related crime,8,15,27,37,27,45,46,41,15,40
Driving under the influence of alcohol or drugs,10,4,14,16,17,9,15,10,10,17
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,108,92,81,60,71,82,59,60,52,39
Commercial crime,20,13,6,11,14,5,6,6,5,3
Shoplifting,4,4,2,2,2,0,3,3,3,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,1,0,0,1,1,0,1,0
Truck hijacking,0,1,1,0,1,0,0,0,0,0
Robbery at residential premises,0,0,1,0,0,3,1,0,1,1
Robbery at non-residential premises,0,0,0,0,0,1,4,6,3,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,4,5,9,12,5,6,9,5,11
Public violence,0,0,0,0,0,0,0,1,0,0
Crimen injuria,47,52,37,35,20,13,14,12,7,8
Neglect and ill-treatment of children ,7,1,2,8,0,2,0,4,3,2
Kidnapping,0,0,2,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Petrusburg (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,5,4,12,7,2,4,5,4,1
Total Sexual Crimes,28,41,32,32,29,34,25,24,23,21
Attempted murder,3,3,3,5,8,4,4,0,2,0
Assault with the intent to inflict grievous bodily harm,162,183,142,131,165,108,110,119,98,93
Common assault,196,188,138,96,96,88,54,72,49,39
Common robbery,15,13,8,15,15,12,14,12,13,3
Robbery with aggravating circumstances,0,2,1,6,8,6,6,4,9,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,2,5,1,5,6,2,0,1,5
Malicious damage to property,43,36,26,43,28,25,21,31,29,25
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,9,14,22,57,28,12,14,19,11,21
Burglary at residential premises,79,77,95,91,80,104,71,57,61,61
Theft of motor vehicle and motorcycle,5,9,4,1,3,4,3,2,1,0
Theft out of or from motor vehicle,23,17,19,18,10,17,11,9,9,7
Stock-theft,91,86,51,55,37,42,40,44,50,27
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,0,0,0,0,0,1,1,4
Drug-related crime,14,14,6,13,11,9,15,16,7,10
Driving under the influence of alcohol or drugs,6,2,5,4,2,1,2,3,4,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,145,107,132,101,129,94,81,92,87,71
Commercial crime,5,7,0,5,6,2,3,5,5,6
Shoplifting,11,11,5,2,4,2,5,2,2,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,1
Robbery at residential premises,0,0,0,0,0,0,1,1,1,0
Robbery at non-residential premises,0,0,0,0,1,1,3,2,8,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,12,12,11,5,8,6,7,6,7
Public violence,0,0,0,0,0,0,0,0,3,4
Crimen injuria,51,36,23,19,17,9,9,15,8,7
Neglect and ill-treatment of children ,13,12,6,8,6,3,3,3,6,1
Kidnapping,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Philippolis (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,1,8,2,3,0,1,0,0
Total Sexual Crimes,13,12,10,8,20,9,10,9,12,15
Attempted murder,1,0,1,3,1,4,1,3,0,3
Assault with the intent to inflict grievous bodily harm,68,59,58,77,53,80,50,58,48,37
Common assault,85,59,76,64,62,55,51,56,52,42
Common robbery,2,7,2,1,5,2,0,2,0,1
Robbery with aggravating circumstances,1,0,0,0,1,2,0,1,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,1,1,0,1,0,0,0,1
Malicious damage to property,22,15,19,15,20,19,13,7,9,10
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,8,7,13,15,6,8,4,8,8,9
Burglary at residential premises,19,18,19,28,18,21,25,15,36,27
Theft of motor vehicle and motorcycle,3,0,1,1,1,2,0,1,0,1
Theft out of or from motor vehicle,9,4,2,5,0,6,2,1,1,1
Stock-theft,34,22,40,20,22,24,22,23,16,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,2,1,0,7,0,0,0,0
Drug-related crime,4,0,8,7,9,5,4,4,5,3
Driving under the influence of alcohol or drugs,2,4,0,0,0,1,0,1,2,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,53,42,36,56,39,28,37,16,28,19
Commercial crime,3,1,1,2,5,3,5,1,7,1
Shoplifting,7,1,6,3,0,0,1,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,2,1,0,0,0,1,0,1,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,48,39,25,39,39,15,13,14,17,9
Neglect and ill-treatment of children ,3,1,1,6,6,9,3,0,3,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Phuthaditjhaba (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Phuthaditjhaba was previously spelled Phuthaditjhaba,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,14,21,8,13,22,24,26,27,28,35
Total Sexual Crimes,101,77,68,71,94,96,121,149,125,118
Attempted murder,37,14,13,18,21,17,27,22,25,24
Assault with the intent to inflict grievous bodily harm,444,360,338,253,279,287,331,413,366,418
Common assault,401,321,291,267,309,255,332,353,404,431
Common robbery,195,148,113,98,141,72,56,101,81,77
Robbery with aggravating circumstances,105,61,53,40,70,180,193,197,195,191
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,15,9,14,4,7,6,11,9,11
Malicious damage to property,242,147,191,157,179,183,264,271,299,307
