Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  KwaZulu-Natal  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Driving under the influence of alcohol or drugs,5,2,0,5,3,4,4,4,6,9
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,53,32,18,40,22,31,31,21,27,30
Commercial crime,1,0,0,2,1,4,1,2,2,3
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,2,0,0,0,0,1
Truck hijacking,0,0,1,1,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,1,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,6,6,5,5,5,3,2,4,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,1,2,0,4,1,0,2,4,3,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,1,3,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kokstad (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,27,29,32,27,32,19,22,17,25,14
Total Sexual Crimes,62,64,62,59,67,83,66,86,62,95
Attempted murder,30,20,22,22,11,10,12,13,18,10
Assault with the intent to inflict grievous bodily harm,323,307,275,268,226,217,291,293,233,259
Common assault,136,157,140,119,132,127,148,158,132,127
Common robbery,164,128,104,93,72,52,63,51,48,48
Robbery with aggravating circumstances,64,53,45,58,31,46,26,49,78,62
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,7,2,2,3,4,3,3,9,7
Malicious damage to property,218,166,155,117,98,98,104,97,76,101
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,87,82,72,80,57,45,63,50,40,39
Burglary at residential premises,464,327,356,307,268,209,275,256,267,300
Theft of motor vehicle and motorcycle,32,34,35,44,36,24,24,14,19,10
Theft out of or from motor vehicle,227,232,201,167,136,139,128,143,167,251
Stock-theft,128,96,56,45,53,48,51,55,62,79
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,23,22,23,22,44,30,7,13,15,8
Drug-related crime,90,89,106,172,240,340,194,396,258,290
Driving under the influence of alcohol or drugs,133,178,189,177,261,307,176,123,139,196
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,549,476,335,249,232,209,224,251,209,245
Commercial crime,85,77,67,92,79,101,87,108,133,109
Shoplifting,320,218,183,158,167,145,170,119,133,107
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,2,0,1,2,2,0,1,2
Truck hijacking,2,2,0,0,0,0,0,0,0,0
Robbery at residential premises,1,2,2,4,3,14,6,7,13,11
Robbery at non-residential premises,0,0,0,1,3,7,3,5,4,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,15,21,9,20,24,20,22,13,15
Public violence,1,0,0,2,2,2,2,0,0,0
Crimen injuria,52,53,18,24,21,29,32,37,26,18
Neglect and ill-treatment of children ,5,5,3,4,8,2,5,1,1,2
Kidnapping,0,1,4,5,10,6,6,6,5,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kranskop (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,29,20,34,42,21,28,10,17,21,16
Total Sexual Crimes,37,47,45,53,43,51,57,57,58,57
Attempted murder,93,63,42,59,66,58,63,58,42,39
Assault with the intent to inflict grievous bodily harm,143,201,132,177,126,96,122,141,117,121
Common assault,60,122,99,68,76,63,72,82,53,44
Common robbery,26,35,29,14,23,13,13,12,16,15
Robbery with aggravating circumstances,63,65,35,37,32,61,43,40,31,25
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,10,9,6,8,11,6,8,5,11
Malicious damage to property,36,48,64,54,37,34,41,54,58,55
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,21,10,22,18,29,20,14,31,21,45
Burglary at residential premises,70,109,85,88,80,113,94,74,45,73
Theft of motor vehicle and motorcycle,11,9,10,10,6,19,10,6,5,11
Theft out of or from motor vehicle,24,14,12,8,11,11,11,7,10,10
Stock-theft,28,29,53,44,36,34,18,26,39,31
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,69,53,29,45,26,20,52,79,46,59
Drug-related crime,17,20,23,7,22,35,16,38,20,33
Driving under the influence of alcohol or drugs,5,5,6,4,6,2,3,8,5,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,137,132,104,116,80,108,74,89,103,97
Commercial crime,0,22,4,5,84,9,41,19,21,51
Shoplifting,7,1,4,1,1,1,8,4,3,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,5,1,3,4,9,6,7,3,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,1,2,0,2,11,16,11,8,9
Robbery at non-residential premises,0,0,0,0,1,10,5,5,7,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,12,11,18,20,18,15,15,13,14
Public violence,0,0,0,0,1,0,2,0,3,1
Crimen injuria,3,20,15,10,5,5,2,13,6,5
Neglect and ill-treatment of children ,0,0,1,2,2,2,2,1,0,0
Kidnapping,0,2,1,0,1,0,0,0,3,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kwa Mashu E (KZN)   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,78,114,120
Total Sexual Crimes,0,0,0,0,0,0,0,122,221,191
Attempted murder,0,0,0,0,0,0,0,32,100,124
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,0,0,384,638,472
Common assault,0,0,0,0,0,0,0,292,532,473
Common robbery,0,0,0,0,0,0,0,112,147,141
Robbery with aggravating circumstances,0,0,0,0,0,0,0,270,418,407
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,6,10,13
Malicious damage to property,0,0,0,0,0,0,0,143,195,233
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,0,23,68,100
Burglary at residential premises,0,0,0,0,0,0,0,238,394,483
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,25,37,42
Theft out of or from motor vehicle,0,0,0,0,0,0,0,65,94,111
Stock-theft,0,0,0,0,0,0,0,0,0,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,35,70,118
Drug-related crime,0,0,0,0,0,0,0,146,244,430
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,21,144,472
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,0,0,0,0,374,606,686
Commercial crime,0,0,0,0,0,0,0,191,277,374
Shoplifting,0,0,0,0,0,0,0,170,364,439
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,33,34,41
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,24,46,30
Robbery at non-residential premises,0,0,0,0,0,0,0,13,25,31
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,0,19,28,17
Public violence,0,0,0,0,0,0,0,2,1,4
Crimen injuria,0,0,0,0,0,0,0,35,56,41
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,10,4,2
Kidnapping,0,0,0,0,0,0,0,12,26,17
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kwadabeka (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,85,84,83,70,92,77,59,35,41,50
Total Sexual Crimes,166,201,190,170,157,168,130,90,101,106
Attempted murder,145,135,84,75,73,86,43,31,29,31
Assault with the intent to inflict grievous bodily harm,828,691,641,560,543,585,376,286,317,326
Common assault,362,495,360,297,281,355,228,188,168,174
Common robbery,223,262,178,184,109,120,72,33,51,42
Robbery with aggravating circumstances,410,372,303,240,294,333,229,152,155,135
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,21,18,13,9,11,10,4,3,6,1
Malicious damage to property,205,211,186,154,161,225,131,116,103,107
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,14,27,26,34,58,87,65,58,63,76
Burglary at residential premises,580,655,418,473,457,476,484,406,502,521
Theft of motor vehicle and motorcycle,65,67,59,50,62,73,48,27,20,41
Theft out of or from motor vehicle,69,53,42,37,45,42,75,80,61,92
Stock-theft,2,4,0,0,0,4,0,1,1,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,40,41,34,54,39,59,58,59,70,72
Drug-related crime,49,70,158,176,151,292,374,451,516,532
Driving under the influence of alcohol or drugs,10,34,53,74,75,154,180,217,238,269
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,649,645,463,388,442,414,296,275,256,223
Commercial crime,13,22,25,20,16,11,27,40,53,47
Shoplifting,0,0,0,2,1,0,0,0,1,7
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,24,11,13,17,27,26,21,15,16,17
Truck hijacking,0,0,0,0,0,0,1,0,0,0
Robbery at residential premises,10,29,65,65,73,75,41,14,16,13
Robbery at non-residential premises,0,3,4,2,9,35,15,13,15,14
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,13,6,9,9,4,3,13,7,11
Public violence,1,0,1,2,0,2,1,1,0,0
Crimen injuria,38,58,49,35,35,51,22,21,14,12
Neglect and ill-treatment of children ,8,9,7,3,9,5,9,8,5,9
Kidnapping,12,24,15,12,11,10,9,10,4,11
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kwadukuza (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Kwadukuza was previously named Stanger.,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,96,80,90,84,75,82,63,68,57,47
Total Sexual Crimes,134,187,209,264,234,235,281,219,202,229
Attempted murder,104,109,125,158,139,113,81,74,81,71
Assault with the intent to inflict grievous bodily harm,283,369,503,508,487,477,507,500,463,494
Common assault,399,664,855,781,748,569,680,637,766,684
Common robbery,90,81,165,177,227,111,115,94,118,118
Robbery with aggravating circumstances,417,392,543,741,766,884,631,500,459,487
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,16,14,18,14,26,18,26,23,15,10
Malicious damage to property,209,254,382,320,316,317,293,321,345,305
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,163,151,137,163,130,114,149,151,185,176
Burglary at residential premises,627,547,725,691,847,657,756,756,732,969
Theft of motor vehicle and motorcycle,128,153,179,209,255,208,180,132,134,85
Theft out of or from motor vehicle,319,298,355,307,271,179,222,266,245,252
Stock-theft,18,10,15,20,27,13,10,14,4,12
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,153,117,93,103,71,123,94,100,77,70
Drug-related crime,488,634,610,690,313,435,575,698,957,953
Driving under the influence of alcohol or drugs,113,133,160,212,158,165,169,131,234,207
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,593,677,822,731,736,868,809,892,1073,1041
Commercial crime,80,105,115,140,207,268,372,493,541,326
Shoplifting,153,141,175,234,256,227,245,215,242,251
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,72,29,51,99,126,126,82,50,33,35
Truck hijacking,0,2,0,3,1,1,2,1,0,0
Robbery at residential premises,22,24,44,119,143,168,105,79,77,88
Robbery at non-residential premises,2,1,3,21,37,76,24,26,37,46
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,34,48,48,49,63,46,55,44,41,37
Public violence,7,1,6,2,5,4,10,7,7,3
Crimen injuria,70,115,166,147,135,65,71,61,95,102
Neglect and ill-treatment of children ,5,11,7,11,15,9,14,14,9,12
Kidnapping,3,10,10,8,20,21,16,27,27,14
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kwamakhutha (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,60,59,74,72,94,46,70,54,44,54
Total Sexual Crimes,125,115,130,150,121,122,146,162,155,144
Attempted murder,69,63,70,54,62,47,53,49,42,32
Assault with the intent to inflict grievous bodily harm,254,221,214,284,232,236,299,250,275,310
Common assault,115,105,99,131,112,96,129,121,116,157
Common robbery,107,97,85,100,90,33,56,63,53,56
Robbery with aggravating circumstances,227,212,167,140,199,147,201,188,115,111
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,21,11,18,16,12,15,17,12,19
Malicious damage to property,83,79,85,98,117,93,104,85,92,121
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,40,25,25,46,46,40,28,60,31,41
Burglary at residential premises,324,338,289,284,285,185,297,341,408,555
Theft of motor vehicle and motorcycle,31,31,36,35,34,45,53,22,25,33
Theft out of or from motor vehicle,60,51,11,26,18,23,35,56,70,50
Stock-theft,3,14,5,12,4,3,10,6,8,24
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,61,82,26,29,54,39,48,54,53,48
Drug-related crime,45,75,43,74,46,91,101,180,187,129
Driving under the influence of alcohol or drugs,13,18,12,11,21,56,12,16,17,18
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,243,169,91,134,150,80,140,125,326,253
Commercial crime,3,2,4,1,6,8,4,7,16,20
Shoplifting,0,0,1,0,0,0,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,11,20,26,50,43,58,42,19,20
Truck hijacking,0,0,0,0,0,0,0,1,0,0
Robbery at residential premises,44,9,1,4,43,38,74,62,33,25
Robbery at non-residential premises,0,0,0,0,6,3,7,12,8,7
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,22,20,26,29,15,18,16,12,21
Public violence,0,3,0,0,0,0,2,2,1,1
Crimen injuria,9,7,5,3,5,7,8,5,8,10
Neglect and ill-treatment of children ,1,1,5,3,1,3,8,8,5,6
Kidnapping,9,8,4,6,8,3,4,9,12,11
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kwambonambi (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,48,34,59,48,49,45,45,30,22,28
Total Sexual Crimes,108,115,79,86,94,98,112,124,83,111
Attempted murder,80,63,92,82,76,55,51,35,23,27
Assault with the intent to inflict grievous bodily harm,326,319,271,257,274,262,291,314,292,276
Common assault,234,214,145,150,153,117,197,260,198,158
Common robbery,75,98,79,62,64,49,69,57,50,73
Robbery with aggravating circumstances,221,174,194,224,147,185,183,156,110,131
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,17,20,12,15,21,18,15,18,17,12
Malicious damage to property,99,108,82,56,79,85,123,113,95,89
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,75,77,44,52,88,80,100,131,116,126
Burglary at residential premises,249,231,236,245,275,274,295,331,341,300
Theft of motor vehicle and motorcycle,31,19,26,32,20,14,19,22,22,29
Theft out of or from motor vehicle,58,56,51,62,38,41,51,38,31,42
Stock-theft,82,78,51,86,85,82,120,126,85,84
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,53,54,36,28,32,27,47,48,51,18
Drug-related crime,27,24,42,30,47,19,34,78,97,114
Driving under the influence of alcohol or drugs,6,4,10,4,4,6,16,19,39,70
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,317,244,193,247,276,341,305,407,397,282
Commercial crime,18,6,7,6,6,5,8,11,5,18
Shoplifting,18,22,11,8,3,5,2,10,11,11
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,33,28,34,67,29,30,34,14,11,17
Truck hijacking,3,0,0,0,0,1,0,0,1,0
Robbery at residential premises,7,2,5,3,27,77,71,62,53,54
Robbery at non-residential premises,0,0,0,2,0,11,7,10,8,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,20,23,20,16,20,32,16,20,18,17
Public violence,0,0,1,0,0,0,0,0,0,0
Crimen injuria,29,37,19,22,14,11,19,25,18,16
Neglect and ill-treatment of children ,7,3,2,2,4,3,0,1,1,2
Kidnapping,9,4,4,6,5,6,11,9,5,9
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kwamsane (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,71,79,69,64,57,61,56,61,33,46
Total Sexual Crimes,133,122,125,127,109,112,122,144,127,136
Attempted murder,144,130,109,87,108,136,103,85,52,63
Assault with the intent to inflict grievous bodily harm,390,343,327,336,382,284,316,334,302,311
Common assault,312,271,290,324,298,207,108,168,217,163
Common robbery,130,139,117,80,68,58,41,34,29,41
Robbery with aggravating circumstances,281,309,236,217,186,289,222,198,173,186
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,22,21,20,23,26,17,18,24,15,10
Malicious damage to property,99,90,107,114,105,94,96,98,104,99
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,27,48,32,32,57,67,74,63,93,81
Burglary at residential premises,538,485,439,411,374,341,274,220,235,244
Theft of motor vehicle and motorcycle,27,38,18,21,29,23,18,45,52,27
Theft out of or from motor vehicle,50,34,27,19,22,16,22,45,36,51
Stock-theft,111,131,106,90,127,93,119,119,177,121
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,48,66,46,60,88,63,75,106,97,104
Drug-related crime,12,13,48,60,100,36,50,37,56,92
Driving under the influence of alcohol or drugs,29,7,22,18,39,20,33,39,44,54
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,326,265,177,196,263,314,185,140,207,185
Commercial crime,13,15,17,37,39,8,17,21,15,18
Shoplifting,1,2,1,1,3,3,3,1,2,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,11,11,5,18,46,32,23,10,12
Truck hijacking,0,0,0,0,0,1,0,1,0,0
Robbery at residential premises,7,4,5,4,12,122,84,73,64,62
Robbery at non-residential premises,1,2,2,0,8,17,8,28,24,29
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,21,25,12,23,21,19,20,19,33,20
Public violence,0,1,1,0,0,1,0,3,4,0
Crimen injuria,19,51,30,21,21,10,9,8,24,15
Neglect and ill-treatment of children ,5,13,7,2,4,4,6,4,8,2
Kidnapping,5,12,23,12,12,19,16,7,9,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kwandengezi (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,48,42,34,40,35,33,24,30,25,42
Total Sexual Crimes,70,86,87,87,56,78,92,74,87,78
Attempted murder,44,44,24,32,36,39,27,25,22,36
Assault with the intent to inflict grievous bodily harm,207,221,196,196,164,167,158,145,171,179
Common assault,144,231,127,112,171,145,142,146,167,172
Common robbery,66,73,59,55,53,52,41,46,47,44
Robbery with aggravating circumstances,142,149,115,107,99,116,107,77,97,62
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,9,8,4,5,5,2,8,7,12,6
Malicious damage to property,99,98,65,67,76,80,55,49,91,86
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,29,26,18,16,36,27,41,24,35,34
Burglary at residential premises,248,223,197,184,206,189,265,212,249,234
Theft of motor vehicle and motorcycle,29,13,19,15,14,9,8,14,14,20
Theft out of or from motor vehicle,43,38,18,27,27,18,32,23,17,34
Stock-theft,14,12,7,11,6,4,7,8,7,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,24,21,20,21,37,46,62,40,41,58
Drug-related crime,39,51,59,86,113,127,293,338,384,391
Driving under the influence of alcohol or drugs,4,11,9,11,11,24,54,50,62,76
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,281,206,112,104,123,100,132,191,207,221
Commercial crime,3,3,0,4,1,2,4,14,9,9
Shoplifting,0,0,0,1,1,1,0,2,2,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,10,17,17,8,22,15,19,11,14,5
Truck hijacking,0,0,0,0,0,1,0,1,0,0
Robbery at residential premises,0,3,8,12,26,17,17,11,19,12
Robbery at non-residential premises,0,0,1,0,3,5,7,5,15,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,11,13,15,15,9,9,12,10,10
Public violence,0,0,0,0,0,1,0,2,1,4
Crimen injuria,15,10,18,12,23,17,17,11,17,20
Neglect and ill-treatment of children ,6,1,2,1,2,4,6,3,4,0
Kidnapping,2,0,3,0,0,1,2,4,8,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ladysmith  (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,58,69,49,64,59,66,54,44,39,46
Total Sexual Crimes,157,152,159,143,161,167,201,173,145,157
Attempted murder,119,68,59,79,71,81,73,52,65,57
Assault with the intent to inflict grievous bodily harm,588,506,432,470,452,489,562,518,538,485
Common assault,1001,746,676,354,380,543,820,702,703,708
Common robbery,338,263,202,160,119,108,108,123,117,130
Robbery with aggravating circumstances,345,267,387,328,339,338,328,326,300,268
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,26,23,19,24,16,18,18,15,17,10
Malicious damage to property,547,481,456,420,397,355,313,294,270,262
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,238,176,160,147,166,189,150,165,201,236
Burglary at residential premises,832,672,718,586,572,690,583,514,481,614
Theft of motor vehicle and motorcycle,69,75,72,86,77,113,87,81,84,104
Theft out of or from motor vehicle,489,565,384,362,240,263,229,297,253,256
Stock-theft,193,192,167,178,243,193,187,231,211,248
