Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Northern Cape   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Common robbery,1,0,0,1,0,0,0,0,3,1
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,3,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,1,0,0,0,1,2,0
Malicious damage to property,9,8,9,10,6,2,3,6,12,13
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,7,11,1,8,2,5,10,2,3,7
Burglary at residential premises,22,10,5,10,3,10,12,8,9,12
Theft of motor vehicle and motorcycle,0,2,0,0,0,0,0,0,0,0
Theft out of or from motor vehicle,0,1,1,0,1,0,1,1,0,0
Stock-theft,13,2,5,8,5,3,7,10,9,13
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,1,0,0,0
Drug-related crime,10,12,14,15,9,2,22,23,8,13
Driving under the influence of alcohol or drugs,5,9,1,4,11,0,2,2,0,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,20,14,9,23,4,19,14,14,13,10
Commercial crime,1,1,0,0,0,0,1,2,2,2
Shoplifting,2,0,0,1,0,0,1,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,1,2,2,1,0,2,0,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,2,5,2,1,3,0,4,5,6,10
Neglect and ill-treatment of children ,3,5,2,0,0,1,1,1,0,0
Kidnapping,1,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Middelpos (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,1,1,0,0,0,1,0,0
Total Sexual Crimes,0,0,3,2,2,2,2,2,5,2
Attempted murder,1,2,1,0,0,0,0,0,1,0
Assault with the intent to inflict grievous bodily harm,3,8,6,5,4,1,2,3,12,3
Common assault,12,11,4,6,6,5,4,6,10,9
Common robbery,0,0,0,0,0,0,0,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,0
Malicious damage to property,1,4,1,1,1,2,2,1,3,1
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,2,2,0,0,1,0,4,0,2,0
Burglary at residential premises,4,2,2,4,4,9,1,3,3,4
Theft of motor vehicle and motorcycle,0,1,0,2,0,1,0,0,0,0
Theft out of or from motor vehicle,0,0,0,0,0,3,0,0,0,0
Stock-theft,1,2,1,0,0,2,1,4,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,3,4,5,3,2,5,8,10,7,3
Driving under the influence of alcohol or drugs,0,0,0,0,1,0,0,0,1,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,4,6,3,3,1,2,10,3,3,5
Commercial crime,0,1,0,2,0,0,0,0,0,1
Shoplifting,1,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,0,1,0,0,0,0,1,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,0,0,0,1,1,1,1,0,1,3
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,1,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Modder River (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,5,7,11,4,11,5,4,7,3
Total Sexual Crimes,40,38,34,26,39,32,41,37,39,38
Attempted murder,48,52,36,31,33,26,30,24,8,16
Assault with the intent to inflict grievous bodily harm,218,188,225,192,239,191,241,271,225,208
Common assault,175,163,89,81,64,91,52,69,93,48
Common robbery,32,48,30,30,35,17,25,24,11,23
Robbery with aggravating circumstances,5,6,2,3,7,3,12,14,17,22
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,6,1,5,3,6,1,0,2,8
Malicious damage to property,54,64,61,59,67,56,57,49,56,71
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,28,12,15,23,15,23,20,21,24,28
Burglary at residential premises,115,89,113,85,63,91,117,95,88,89
Theft of motor vehicle and motorcycle,5,7,3,1,5,4,4,3,2,2
Theft out of or from motor vehicle,21,32,24,11,20,15,16,13,12,13
Stock-theft,33,22,22,13,24,32,20,20,20,21
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,2,2,1,0,0,0,0,1
Drug-related crime,15,10,15,18,25,21,31,14,13,14
Driving under the influence of alcohol or drugs,7,8,3,2,8,12,2,9,7,10
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,185,151,114,108,82,101,121,77,104,78
Commercial crime,3,5,2,5,4,2,11,14,6,3
Shoplifting,4,6,2,5,9,11,5,4,5,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,1,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,4,0,0,0,1,1,1,2,0
Robbery at non-residential premises,0,0,1,1,0,1,4,5,4,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,3,3,4,8,4,2,4,3,3
Public violence,0,0,0,0,1,0,0,0,0,0
Crimen injuria,55,27,37,15,11,12,14,29,36,12
Neglect and ill-treatment of children ,9,1,3,3,4,2,1,1,1,0
Kidnapping,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mothibistad (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Mothibistad ceded Tshidilamolomo February 2004,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,4,4,5,9,9,5,8,8,16
Total Sexual Crimes,59,46,69,63,70,59,80,74,81,92
Attempted murder,15,18,5,14,13,17,13,9,21,18
Assault with the intent to inflict grievous bodily harm,397,391,284,310,325,323,296,245,307,329
Common assault,160,111,64,78,51,47,37,38,46,51
Common robbery,49,43,42,45,54,42,27,26,21,36
Robbery with aggravating circumstances,13,12,15,24,16,18,25,29,43,69
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,13,6,11,14,6,5,4,10,9
Malicious damage to property,94,82,69,77,88,91,78,56,81,132
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,12,16,27,31,42,14,39,62,90,79
Burglary at residential premises,203,148,119,145,185,196,235,154,132,213
Theft of motor vehicle and motorcycle,12,12,3,5,6,7,3,1,8,8
Theft out of or from motor vehicle,26,17,18,6,10,11,16,21,15,23
Stock-theft,112,75,45,74,75,37,73,50,44,81
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,5,1,5,1,3,0,5,2,6
Drug-related crime,21,27,34,63,37,53,19,25,20,15
Driving under the influence of alcohol or drugs,5,3,7,3,10,5,6,8,5,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,201,147,78,90,77,99,99,76,77,136
Commercial crime,8,8,6,28,5,11,8,4,18,14
Shoplifting,3,3,0,1,0,3,2,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,1,0,0,3,5
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,1,0,0,0,0,10,4,8,12
Robbery at non-residential premises,0,0,0,0,1,10,10,15,23,32
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,6,7,7,15,9,16,16,14,10
Public violence,0,1,0,0,0,3,0,0,0,6
Crimen injuria,22,15,10,12,5,7,1,4,8,9
Neglect and ill-treatment of children ,0,3,2,1,3,4,1,3,1,1
Kidnapping,0,0,0,0,0,1,1,1,2,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Nababeep (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,4,2,3,4,1,7,4,1,3
Total Sexual Crimes,18,31,25,32,31,31,28,51,25,22
Attempted murder,4,13,11,21,12,18,19,21,19,9
Assault with the intent to inflict grievous bodily harm,98,82,99,69,86,100,79,107,85,87
Common assault,107,76,65,78,96,87,89,77,107,81
Common robbery,11,10,5,5,6,8,5,17,9,8
Robbery with aggravating circumstances,2,6,0,6,3,10,9,4,8,10
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,2,5,0,5,5,3,5,1
Malicious damage to property,86,74,69,69,45,46,52,52,56,73
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,23,35,27,12,18,29,42,36,35,34
Burglary at residential premises,125,90,62,43,47,68,72,66,57,95
Theft of motor vehicle and motorcycle,2,2,0,1,1,4,2,4,5,3
Theft out of or from motor vehicle,23,14,10,14,16,28,17,9,14,22
Stock-theft,17,17,10,6,11,6,18,24,28,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,3,0,1,1,3,0,0,1,2
Drug-related crime,94,127,39,59,45,33,39,38,50,48
Driving under the influence of alcohol or drugs,32,36,20,30,31,16,20,10,7,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,77,75,53,51,52,74,75,105,101,90
Commercial crime,6,10,1,2,1,4,6,5,10,4
Shoplifting,1,1,1,5,2,4,1,3,4,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,0,1,1,0,2,0
Robbery at non-residential premises,0,0,0,0,1,0,0,0,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,4,7,5,1,0,2,4,2,6
Public violence,2,1,0,1,0,1,0,0,0,0
Crimen injuria,11,12,12,17,9,20,10,17,20,11
Neglect and ill-treatment of children ,3,2,3,6,2,12,4,1,2,2
Kidnapping,0,1,1,1,1,0,0,4,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Niekerkshoop (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,3,3,2,1,4,1,0,1,2
Total Sexual Crimes,5,5,4,1,3,4,0,3,4,3
Attempted murder,11,6,4,6,2,2,2,0,0,2
Assault with the intent to inflict grievous bodily harm,40,38,32,36,26,15,20,19,15,22
Common assault,12,17,17,8,9,15,8,3,7,2
Common robbery,0,3,0,2,1,0,1,1,1,2
Robbery with aggravating circumstances,1,0,0,0,0,0,0,0,0,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,0
Malicious damage to property,4,10,7,10,5,6,5,7,4,4
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,8,8,6,6,3,6,4,4,1,3
Burglary at residential premises,11,18,7,10,7,12,1,11,4,7
Theft of motor vehicle and motorcycle,2,1,1,0,0,0,0,0,1,2
Theft out of or from motor vehicle,1,2,0,1,1,1,2,1,1,1
Stock-theft,25,41,20,6,13,10,17,25,17,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,4,16,4,12,20,18,14,13,7,4
Driving under the influence of alcohol or drugs,0,0,0,2,1,4,0,0,1,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,17,11,9,14,10,14,21,12,6,8
Commercial crime,3,1,0,3,1,0,1,2,1,1
Shoplifting,2,2,1,0,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,0,0,0,0,1,0,0,0
Public violence,0,0,0,1,0,0,1,0,0,0
Crimen injuria,12,14,1,1,0,1,1,1,1,0
Neglect and ill-treatment of children ,1,3,1,1,0,1,0,0,0,2
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Nieuwoudtville (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,1,1,0,2,0,1,0,0
Total Sexual Crimes,7,5,2,8,2,2,6,5,4,7
Attempted murder,2,2,0,1,1,0,3,0,4,3
Assault with the intent to inflict grievous bodily harm,32,15,24,13,16,21,15,22,17,25
Common assault,43,48,40,30,18,27,23,28,22,27
Common robbery,0,1,0,0,1,1,2,1,1,2
Robbery with aggravating circumstances,1,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,3,0,0,0,0
Malicious damage to property,8,4,2,12,4,7,3,6,7,23
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,7,3,3,1,5,2,4,4,4,11
Burglary at residential premises,26,11,9,10,15,18,12,8,6,18
Theft of motor vehicle and motorcycle,0,0,0,1,0,0,1,1,0,0
Theft out of or from motor vehicle,6,4,1,3,2,2,2,0,2,1
Stock-theft,25,2,7,2,2,5,4,8,3,4
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,1,0,1,1,0,0
Drug-related crime,1,6,9,6,24,15,16,16,11,16
Driving under the influence of alcohol or drugs,2,1,2,3,7,4,9,5,3,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,14,18,9,33,11,18,6,15,16,15
Commercial crime,0,0,0,2,2,1,1,1,0,0
Shoplifting,2,0,2,1,2,0,0,1,0,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,2,1,2,1,0,0,2,2,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,10,5,4,3,7,6,9,7,10,13
Neglect and ill-treatment of children ,1,0,0,0,0,1,1,0,0,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Noenieput (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,1,0,0,1,0
Total Sexual Crimes,2,0,0,0,0,0,2,1,0,0
Attempted murder,1,1,1,2,0,0,1,0,1,0
Assault with the intent to inflict grievous bodily harm,2,2,0,6,1,0,0,2,1,2
Common assault,8,11,9,6,5,0,3,1,4,7
Common robbery,0,0,0,0,0,0,0,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,1,0,0,0,0,0
Malicious damage to property,0,5,0,0,2,1,3,0,1,0
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,2,0,0,0
Burglary at residential premises,1,3,1,0,4,3,1,3,2,2
Theft of motor vehicle and motorcycle,0,1,0,0,0,0,0,0,0,0
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,2,0
Stock-theft,5,1,5,8,17,16,22,25,8,14
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,4,1,2,3,1,1,0,0,1,1
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2,4,3,1,14,4,9,5,3,2
Commercial crime,0,0,0,0,1,0,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,0,0,1,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,7,0,0,0,0,0,7,2,5,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Norvalspont (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,0,2,1,1,0,1,0,1
Total Sexual Crimes,2,1,1,4,4,4,3,4,2,1
Attempted murder,2,0,0,2,3,0,0,0,0,1
Assault with the intent to inflict grievous bodily harm,26,15,17,4,13,19,13,16,13,14
Common assault,14,6,7,2,5,2,1,3,2,10
Common robbery,0,0,0,0,1,0,0,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,1,0,0,1,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,1,0,0,0,1,0
Malicious damage to property,6,3,3,1,1,2,4,0,0,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,10,1,2,0,0,3,1,1,0,1
Burglary at residential premises,12,1,10,5,2,4,4,3,4,7
Theft of motor vehicle and motorcycle,1,0,1,0,0,0,1,1,0,0
Theft out of or from motor vehicle,0,1,2,1,2,2,0,0,1,1
Stock-theft,26,11,9,3,1,8,10,14,14,18
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,0,0,0,1,0,0,0,0
Drug-related crime,10,3,3,0,3,6,2,1,0,4
Driving under the influence of alcohol or drugs,3,8,0,0,1,0,0,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,6,8,5,3,4,3,2,2,3,5
Commercial crime,33,0,0,0,0,0,1,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,0,0,2,0,0,1,3,1,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,0,0,1,3,2,1,1,1,0,0
Neglect and ill-treatment of children ,1,0,0,0,0,0,1,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Noupoort (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,3,4,4,1,4,5,6,3
Total Sexual Crimes,21,20,15,13,8,13,9,27,19,11
Attempted murder,0,2,0,1,1,0,1,1,2,3
Assault with the intent to inflict grievous bodily harm,132,105,94,76,63,75,71,83,95,90
Common assault,109,65,73,54,50,62,35,38,31,38
Common robbery,9,5,3,8,7,12,3,6,7,4
Robbery with aggravating circumstances,2,2,0,1,2,2,1,4,3,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,1,3,1,1,0,1,3,1,12
Malicious damage to property,40,26,33,24,27,32,36,24,31,46
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,28,7,6,7,3,14,22,6,8,34
Burglary at residential premises,79,51,47,56,37,53,52,31,30,39
Theft of motor vehicle and motorcycle,0,0,0,4,0,0,1,1,2,3
Theft out of or from motor vehicle,10,5,6,7,1,3,5,5,10,11
Stock-theft,48,23,21,19,14,14,16,19,27,27
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,0,0,2,2,0,2,0,0
Drug-related crime,8,12,14,11,13,9,3,7,12,5
Driving under the influence of alcohol or drugs,0,1,0,1,7,1,2,5,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,94,74,54,36,44,45,44,35,31,32
Commercial crime,7,1,1,2,0,2,6,5,5,6
Shoplifting,3,4,5,5,2,2,2,2,4,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,1,0,0,0,0,0,0,1,1
Robbery at non-residential premises,0,0,0,0,0,1,0,3,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,1,2,2,3,2,1,2,2,1
Public violence,0,1,1,0,0,0,0,0,0,13
Crimen injuria,3,6,4,1,1,4,4,4,8,8
Neglect and ill-treatment of children ,0,0,2,2,1,0,2,0,2,0
Kidnapping,1,0,0,0,1,0,1,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Olifantshoek (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,4,4,3,5,10,7,6,4,6
Total Sexual Crimes,16,15,18,25,18,18,15,17,19,29
Attempted murder,52,73,24,36,17,16,9,12,8,10
