Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Western Cape  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Commercial crime,0,4,8,12,14,13,14,12,12,21
Shoplifting,0,0,3,3,0,3,3,2,79,139
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,1,1,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,0,3,1,1,2,3
Robbery at non-residential premises,0,0,0,2,1,2,11,6,8,13
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,4,9,8,9,5,9,5,7,5
Public violence,0,0,3,0,3,2,0,0,0,0
Crimen injuria,0,41,37,46,48,37,46,60,48,54
Neglect and ill-treatment of children ,0,6,2,3,1,2,5,7,2,2
Kidnapping,0,1,0,0,0,5,2,2,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Laaiplek (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,4,3,1,3,2,4,1,0,3
Total Sexual Crimes,20,12,9,10,9,16,12,16,11,17
Attempted murder,3,0,2,0,1,1,1,1,2,1
Assault with the intent to inflict grievous bodily harm,75,44,47,50,39,36,42,36,49,48
Common assault,155,111,107,93,89,90,88,88,79,101
Common robbery,5,1,3,3,4,7,4,2,6,1
Robbery with aggravating circumstances,5,2,1,2,2,8,3,5,4,13
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,0,2,2,0,3,1,0,2
Malicious damage to property,40,46,24,32,28,27,28,36,53,31
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,45,20,7,22,12,27,18,18,27,41
Burglary at residential premises,119,54,54,87,64,75,99,75,96,103
Theft of motor vehicle and motorcycle,2,2,9,6,3,3,6,1,2,1
Theft out of or from motor vehicle,29,10,21,18,21,32,33,19,36,54
Stock-theft,2,3,2,1,2,1,0,2,3,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,0,1,1,2,2,1,5,2
Drug-related crime,32,59,56,77,103,110,108,132,140,139
Driving under the influence of alcohol or drugs,16,15,23,48,51,25,19,29,28,12
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,159,104,87,130,92,142,121,125,137,140
Commercial crime,10,5,5,17,10,10,10,17,13,27
Shoplifting,21,15,9,4,7,15,16,23,11,8
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,1,2,0,4
Robbery at non-residential premises,0,0,0,0,0,1,0,1,2,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,6,2,1,3,2,1,1,1,5
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,28,32,32,18,16,16,24,40,17,31
Neglect and ill-treatment of children ,1,1,1,3,1,1,3,0,5,5
Kidnapping,0,0,0,0,0,0,1,0,2,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ladismith  (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,9,4,7,12,9,7,8,8,9
Total Sexual Crimes,36,54,38,31,31,39,43,23,32,34
Attempted murder,1,1,0,0,0,1,1,0,0,0
Assault with the intent to inflict grievous bodily harm,129,156,142,147,119,123,120,130,94,98
Common assault,167,181,123,172,152,167,132,172,175,165
Common robbery,6,5,1,3,5,7,3,6,6,6
Robbery with aggravating circumstances,1,2,0,2,3,0,1,4,3,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,1,0,2,2,0,0,2,0,1
Malicious damage to property,72,67,83,64,76,52,47,68,59,49
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,35,38,32,26,24,27,23,49,36,28
Burglary at residential premises,127,130,80,86,71,84,116,101,95,100
Theft of motor vehicle and motorcycle,4,4,7,6,2,8,3,3,3,2
Theft out of or from motor vehicle,18,12,17,15,16,15,9,17,14,21
Stock-theft,35,23,22,16,14,13,23,16,9,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,3,6,4,7,7,2,4,7,6
Drug-related crime,236,227,215,197,215,200,226,220,295,358
Driving under the influence of alcohol or drugs,19,48,50,35,39,45,32,25,37,37
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,114,121,103,117,115,140,115,108,101,114
Commercial crime,10,8,6,8,8,7,6,55,71,146
Shoplifting,17,11,15,19,10,13,19,7,4,4
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,1,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,2,4,6,5,7,4,8,4,5
Public violence,0,0,1,0,0,1,0,0,0,0
Crimen injuria,8,15,8,6,8,8,7,8,16,7
Neglect and ill-treatment of children ,11,1,2,5,4,5,5,0,0,2
Kidnapping,0,0,0,0,0,0,2,0,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Laingsburg (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,4,1,2,2,3,3,3,4,1
Total Sexual Crimes,22,16,13,10,9,9,10,7,13,14
Attempted murder,2,7,1,0,0,0,1,1,0,0
Assault with the intent to inflict grievous bodily harm,113,122,79,60,64,52,54,37,59,67
Common assault,85,58,52,36,27,36,50,65,74,53
Common robbery,10,4,6,2,1,4,6,4,4,7
Robbery with aggravating circumstances,3,1,2,1,0,6,4,4,3,7
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,2,0,0,2,0,3,0,2
Malicious damage to property,29,26,23,11,8,20,35,28,30,42
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,24,9,13,3,5,9,13,13,15,19
Burglary at residential premises,47,43,39,21,22,27,82,24,45,73
Theft of motor vehicle and motorcycle,4,0,2,1,0,1,1,1,0,0
Theft out of or from motor vehicle,44,15,21,10,11,38,65,41,40,95
Stock-theft,17,14,12,12,10,10,3,12,13,9
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,1,1,0,1,0,5,0,1,6
Drug-related crime,112,230,91,150,172,151,173,241,214,204
Driving under the influence of alcohol or drugs,58,33,77,149,121,118,85,95,58,53
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,108,45,53,41,38,55,55,62,64,78
Commercial crime,5,8,6,5,2,5,2,6,6,10
Shoplifting,15,6,8,3,4,5,10,1,1,8
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,0,0,1,1
Robbery at non-residential premises,0,0,0,0,0,0,0,1,0,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,20,18,20,14,17,9,13,14,11,11
Public violence,1,0,1,0,0,0,0,0,0,0
Crimen injuria,23,3,7,3,2,10,8,14,10,6
Neglect and ill-treatment of children ,3,1,1,0,0,0,1,0,2,1
Kidnapping,1,0,0,0,0,0,0,0,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lambertsbaai (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,3,2,4,1,1,2,2,2,3
Total Sexual Crimes,8,16,15,16,11,10,18,14,17,13
Attempted murder,3,3,2,0,1,1,0,3,0,1
Assault with the intent to inflict grievous bodily harm,96,82,71,57,65,54,48,38,34,37
Common assault,109,76,62,53,61,38,43,35,54,32
Common robbery,11,8,5,1,5,7,1,6,2,2
Robbery with aggravating circumstances,2,1,1,0,4,0,1,0,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,2,0,0,5,1,1,0,2
Malicious damage to property,34,26,18,31,20,18,23,18,17,27
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,36,30,18,19,22,36,27,22,20,22
Burglary at residential premises,86,78,47,31,48,57,57,54,66,64
Theft of motor vehicle and motorcycle,7,3,2,2,0,2,3,1,2,2
Theft out of or from motor vehicle,32,19,11,18,12,14,14,9,16,19
Stock-theft,4,0,1,2,0,0,5,6,7,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,0,0,3,4,0,1,1,1
Drug-related crime,84,88,67,71,96,67,70,85,86,77
Driving under the influence of alcohol or drugs,4,7,6,8,1,2,10,12,7,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,109,84,41,46,59,79,73,56,65,69
Commercial crime,19,9,5,5,5,3,3,6,2,5
Shoplifting,6,14,11,5,27,12,18,18,15,6
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,2,2,2,2,1,2,1,2
Public violence,0,0,0,1,0,0,0,0,0,0
Crimen injuria,67,49,41,32,42,15,24,14,15,8
Neglect and ill-treatment of children ,1,2,1,1,0,1,1,1,0,0
Kidnapping,2,1,0,6,0,0,0,3,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Langa (WC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,57,55,65,67,59,53,46,65,36,28
Total Sexual Crimes,111,113,93,74,57,82,108,94,78,61
Attempted murder,97,59,22,33,33,41,34,40,57,45
Assault with the intent to inflict grievous bodily harm,690,608,394,343,292,309,334,338,321,292
Common assault,423,477,320,263,192,220,335,304,232,298
Common robbery,252,271,211,172,128,150,133,127,89,129
Robbery with aggravating circumstances,383,307,249,229,282,262,220,257,199,222
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,17,10,4,6,5,6,7,1,5,6
Malicious damage to property,240,203,203,180,118,111,155,140,143,120
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,14,11,9,20,26,37,38,42,53,77
Burglary at residential premises,396,343,208,168,173,190,199,217,228,289
Theft of motor vehicle and motorcycle,40,34,31,34,48,33,31,48,41,23
Theft out of or from motor vehicle,74,78,42,33,51,43,41,56,90,94
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,19,29,23,19,12,18,24,26,24,47
Drug-related crime,90,135,144,151,178,180,287,400,417,506
Driving under the influence of alcohol or drugs,21,36,31,53,53,70,106,149,244,283
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,742,668,428,409,388,292,345,303,322,379
Commercial crime,17,21,5,24,31,70,59,49,60,49
Shoplifting,0,0,0,2,11,37,31,27,36,15
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,38,24,37,9,6,9,11,6,4,7
Truck hijacking,2,0,0,1,0,0,0,1,0,0
Robbery at residential premises,0,7,0,2,10,9,21,27,20,15
Robbery at non-residential premises,0,0,0,0,1,8,12,44,28,16
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,0,6,1,2,2,3,3,1,0
Public violence,5,5,3,10,1,24,3,10,3,0
Crimen injuria,131,136,52,23,20,24,31,60,45,63
Neglect and ill-treatment of children ,32,21,9,7,5,4,7,1,3,2
Kidnapping,2,0,2,0,0,5,1,6,6,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Langebaan (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,0,1,2,0,2,4,1,3,0
Total Sexual Crimes,7,5,3,5,11,13,9,12,10,9
Attempted murder,2,0,1,0,2,1,0,1,0,0
Assault with the intent to inflict grievous bodily harm,34,25,17,23,30,25,32,32,50,25
Common assault,51,51,40,54,48,66,62,88,73,83
Common robbery,0,0,0,0,1,1,4,7,1,2
Robbery with aggravating circumstances,4,4,3,0,3,2,6,4,8,10
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,0,2,0,2,1,1,1,1,2
Malicious damage to property,39,29,31,36,22,49,33,36,38,41
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,12,4,7,7,11,8,10,22,11,10
Burglary at residential premises,134,108,66,71,129,119,71,92,129,214
Theft of motor vehicle and motorcycle,7,2,12,6,4,6,6,2,3,2
Theft out of or from motor vehicle,65,41,25,34,17,19,31,45,31,49
Stock-theft,1,0,0,1,1,0,0,1,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,2,1,0,1,1,2,1,0
Drug-related crime,59,83,71,71,66,121,155,144,111,144
Driving under the influence of alcohol or drugs,16,28,23,39,49,40,58,30,19,27
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,101,132,86,90,119,146,188,184,177,155
Commercial crime,1,2,2,3,8,16,25,20,26,34
Shoplifting,5,4,2,2,7,9,6,7,13,15
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,1,0,0,0,0,0
Robbery at residential premises,1,0,0,0,0,0,2,2,4,8
Robbery at non-residential premises,0,0,0,0,0,0,2,0,0,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,5,4,1,2,3,4,4,5,5
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,13,16,9,2,10,11,22,12,14,8
Neglect and ill-treatment of children ,0,0,0,0,0,2,0,2,1,0
Kidnapping,0,0,0,0,0,0,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lansdowne (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,6,4,11,8,5,2,6,2,1
Total Sexual Crimes,43,44,47,34,42,63,50,43,27,28
Attempted murder,25,17,4,7,3,6,8,12,10,15
Assault with the intent to inflict grievous bodily harm,83,78,86,67,55,78,122,97,78,80
Common assault,236,262,231,196,178,180,268,237,213,217
Common robbery,108,141,107,100,60,63,100,98,119,117
Robbery with aggravating circumstances,185,167,166,172,117,115,189,157,154,175
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,3,4,1,1,3,2,4,6
Malicious damage to property,194,272,286,208,94,138,292,307,247,182
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,138,108,73,98,63,57,155,142,203,162
Burglary at residential premises,527,557,498,515,358,485,624,745,637,597
Theft of motor vehicle and motorcycle,226,229,252,250,219,189,187,156,137,158
Theft out of or from motor vehicle,599,646,653,556,250,388,782,777,638,654
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,3,8,11,12,4,7,7,5,13
Drug-related crime,15,63,78,105,145,238,220,209,315,276
Driving under the influence of alcohol or drugs,8,52,56,71,109,131,153,141,159,123
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1136,1203,977,856,463,602,1134,1370,1392,1181
Commercial crime,51,61,57,70,94,113,99,117,102,116
Shoplifting,7,4,7,6,9,35,18,20,6,18
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,17,19,13,8,8,14,11,15,5,11
Truck hijacking,0,0,0,0,0,0,0,1,0,0
Robbery at residential premises,7,2,10,1,6,4,14,18,18,13
Robbery at non-residential premises,1,0,0,0,8,22,14,6,9,27
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,7,12,6,10,11,6,5,4,3
Public violence,2,1,0,1,0,0,1,3,0,0
Crimen injuria,58,45,28,14,17,23,31,39,42,30
Neglect and ill-treatment of children ,5,2,2,3,2,3,1,2,2,2
Kidnapping,2,0,3,1,5,6,1,5,4,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Leeu-Gamka (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,3,0,2,3,2,5,5,3,4
Total Sexual Crimes,12,8,4,4,7,14,11,10,21,11
Attempted murder,0,0,2,2,0,1,0,0,2,1
Assault with the intent to inflict grievous bodily harm,30,46,23,54,43,31,27,42,33,51
Common assault,83,71,33,43,60,71,48,66,48,52
Common robbery,4,0,0,3,1,0,2,1,0,2
Robbery with aggravating circumstances,1,0,0,0,0,0,0,0,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,0,0,1,0,0,0,1,0
Malicious damage to property,11,24,8,14,15,24,17,12,22,27
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,4,6,6,2,4,7,3,4,6,11
Burglary at residential premises,10,16,14,8,12,21,13,8,9,13
Theft of motor vehicle and motorcycle,0,0,1,0,0,0,0,0,1,3
Theft out of or from motor vehicle,7,11,7,6,1,9,13,6,16,17
Stock-theft,18,17,3,6,15,20,18,8,25,12
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,0,0,1,3,1,0,0,2
Drug-related crime,11,26,37,46,62,58,43,46,49,34
Driving under the influence of alcohol or drugs,6,6,15,8,11,10,17,16,12,10
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,68,48,31,31,27,25,30,16,21,29
Commercial crime,3,8,2,2,11,1,2,3,3,3
Shoplifting,1,0,0,0,0,0,0,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,9,10,13,14,3,6,7,12,13
Public violence,1,0,1,0,0,0,1,0,0,0
Crimen injuria,7,4,3,4,5,7,11,5,1,4
Neglect and ill-treatment of children ,7,1,3,3,0,0,2,0,1,2
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lingelethu-West (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Lingelethu West was established from Khayelitsha July 2004,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,46,48,64,37,43,48,44,45,54
Total Sexual Crimes,0,80,138,109,85,89,99,98,105,108
Attempted murder,0,41,47,45,36,43,30,31,31,47
Assault with the intent to inflict grievous bodily harm,0,309,356,273,218,180,210,149,154,145
Common assault,0,363,365,309,225,249,333,283,252,331
Common robbery,0,201,210,158,67,49,71,52,55,87
Robbery with aggravating circumstances,0,289,360,447,262,201,194,195,249,316
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,7,14,16,8,6,10,9,8,9
Malicious damage to property,0,216,313,234,155,169,193,134,177,175
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,5,32,64,35,43,61,107,87,138
Burglary at residential premises,0,233,297,260,228,220,328,275,309,314
Theft of motor vehicle and motorcycle,0,73,91,90,71,95,109,85,91,71
Theft out of or from motor vehicle,0,71,76,55,53,57,107,119,167,171
Stock-theft,0,0,1,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,34,33,40,47,49,25,50,58,44
Drug-related crime,0,43,97,101,156,219,228,324,463,471
Driving under the influence of alcohol or drugs,0,16,31,51,119,142,202,264,411,432
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,401,351,396,312,298,301,335,408,371
Commercial crime,0,95,74,100,80,165,115,139,115,119
Shoplifting,0,1,39,120,103,201,231,170,174,153
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,27,50,38,33,15,23,14,25,26
Truck hijacking,0,0,1,1,2,0,0,3,1,2
Robbery at residential premises,0,2,4,26,24,33,24,24,52,35
Robbery at non-residential premises,0,1,1,10,9,25,10,22,35,49
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,13,14,26,20,18,19,12,17,9
Public violence,0,6,2,5,3,24,4,39,4,9
Crimen injuria,0,63,21,26,13,12,23,10,15,16
Neglect and ill-treatment of children ,0,12,7,2,5,5,3,1,4,3
Kidnapping,0,4,0,5,3,0,9,10,11,9
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lutzville (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,5,10,9,10,5,12,11,7,5
Total Sexual Crimes,23,29,22,33,35,24,21,34,20,24
Attempted murder,2,2,1,1,3,1,1,5,0,1
Assault with the intent to inflict grievous bodily harm,270,260,252,216,269,240,166,186,163,210
Common assault,146,108,98,109,140,117,66,52,63,100
Common robbery,19,11,6,12,13,12,14,12,5,16
Robbery with aggravating circumstances,4,3,3,1,1,1,1,1,1,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,2,1,2,4,2,4,1,1,2
Malicious damage to property,72,55,46,68,65,68,69,50,36,61
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,28,24,11,13,26,45,47,22,17,32
Burglary at residential premises,116,95,52,54,59,120,88,67,65,79
Theft of motor vehicle and motorcycle,3,0,0,2,3,5,1,3,4,1
Theft out of or from motor vehicle,15,19,4,6,6,10,5,21,14,21
Stock-theft,10,11,7,2,4,11,18,16,7,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,1,0,0,4,3,3,0,1
Drug-related crime,150,134,109,117,79,43,73,96,66,90
