Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  North West  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,5,5,3,3,2,4,2,7,6
Total Sexual Crimes,59,57,65,77,35,38,43,35,46,58
Attempted murder,6,7,5,3,4,2,3,3,2,7
Assault with the intent to inflict grievous bodily harm,234,222,192,187,126,109,119,117,145,175
Common assault,79,66,84,63,15,24,25,27,26,34
Common robbery,63,50,32,29,8,15,17,12,17,9
Robbery with aggravating circumstances,18,23,37,26,7,12,13,10,27,28
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,5,1,4,0,2,4,6,5,4
Malicious damage to property,29,45,49,29,25,22,23,19,34,31
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,47,29,35,37,27,13,42,32,37,34
Burglary at residential premises,87,76,77,71,48,48,47,53,48,37
Theft of motor vehicle and motorcycle,5,4,4,1,3,1,1,1,2,2
Theft out of or from motor vehicle,11,7,3,9,3,6,4,4,6,9
Stock-theft,56,68,28,27,28,35,41,23,27,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,7,5,4,0,2,3,3,2,4
Drug-related crime,2,29,35,34,17,22,26,10,18,14
Driving under the influence of alcohol or drugs,2,0,0,4,2,4,0,0,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,81,69,55,61,32,33,19,31,28,26
Commercial crime,1,3,2,2,1,3,5,6,7,2
Shoplifting,0,0,0,1,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,1,0,0,0,0,0,0,0,0
Truck hijacking,1,0,0,0,0,0,0,0,0,0
Robbery at residential premises,8,8,0,0,0,1,1,2,1,4
Robbery at non-residential premises,2,4,0,1,0,2,6,6,15,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,5,5,2,3,4,1,1,3,2
Public violence,0,1,1,0,0,0,0,1,1,0
Crimen injuria,10,8,11,7,1,5,7,4,8,4
Neglect and ill-treatment of children ,0,2,1,2,0,1,1,2,3,0
Kidnapping,0,0,0,0,0,1,0,0,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Madikwe (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,6,12,7,6,10,2,10,15,7
Total Sexual Crimes,85,64,57,82,62,60,50,62,52,60
Attempted murder,15,7,7,8,5,5,6,9,8,6
Assault with the intent to inflict grievous bodily harm,325,225,176,159,150,163,144,148,134,135
Common assault,219,111,75,68,66,82,32,40,55,44
Common robbery,32,16,27,12,16,24,22,6,13,22
Robbery with aggravating circumstances,14,17,27,20,18,27,21,31,43,40
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,9,2,6,8,5,5,10,13,5
Malicious damage to property,99,52,66,39,44,51,49,35,70,35
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,46,69,64,46,45,62,38,44,43,62
Burglary at residential premises,155,88,92,94,75,68,97,90,103,68
Theft of motor vehicle and motorcycle,5,13,9,11,4,6,6,5,4,9
Theft out of or from motor vehicle,15,10,5,13,7,1,5,9,9,10
Stock-theft,148,88,64,86,97,102,111,94,91,94
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,11,13,19,11,1,16,5,2,4,17
Drug-related crime,25,69,74,70,79,89,98,104,61,79
Driving under the influence of alcohol or drugs,3,4,7,0,3,2,3,3,1,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,202,130,97,79,126,119,85,99,137,177
Commercial crime,3,2,7,18,3,7,14,8,1,3
Shoplifting,0,0,1,0,0,0,1,2,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,0,0,1,3,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,1,4,2,0,5,4,6,14,11
Robbery at non-residential premises,0,0,0,0,3,11,13,19,23,21
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,7,11,14,10,13,12,6,8,5
Public violence,0,0,0,0,2,2,1,0,5,2
Crimen injuria,61,35,25,13,12,13,9,12,14,18
Neglect and ill-treatment of children ,9,7,6,6,6,8,17,14,8,5
Kidnapping,2,1,2,0,1,2,1,1,3,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mahikeng (NW) [P]  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,17,15,12,9,16,14,6,7,17,18
Total Sexual Crimes,103,85,93,103,110,124,104,103,202,164
Attempted murder,8,14,13,12,8,13,8,4,18,13
Assault with the intent to inflict grievous bodily harm,419,413,402,328,361,382,346,316,404,429
Common assault,370,353,315,343,345,274,279,221,332,303
Common robbery,209,222,187,158,158,129,154,199,173,164
Robbery with aggravating circumstances,93,156,177,168,213,171,163,180,201,205
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,13,16,8,14,18,15,9,12,24,14
Malicious damage to property,257,254,194,188,234,181,215,210,203,260
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,202,161,131,182,164,169,223,234,246,313
Burglary at residential premises,375,330,338,278,239,230,290,343,406,385
Theft of motor vehicle and motorcycle,62,76,74,58,56,55,45,38,54,49
Theft out of or from motor vehicle,197,198,137,158,174,166,189,232,272,385
Stock-theft,48,26,28,33,56,35,23,42,35,42
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,10,8,5,4,5,11,8,13,9
Drug-related crime,81,72,115,52,64,75,59,47,97,112
Driving under the influence of alcohol or drugs,48,33,53,39,61,66,117,54,45,92
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,627,891,832,859,803,672,517,507,509,488
Commercial crime,123,100,164,125,202,175,281,232,205,265
Shoplifting,185,250,273,231,202,230,255,241,194,202
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,5,9,14,7,4,3,5,7,9
Truck hijacking,0,0,0,0,0,0,1,0,0,0
Robbery at residential premises,0,1,7,3,12,12,14,16,27,24
Robbery at non-residential premises,0,0,0,9,19,15,22,28,31,32
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,13,17,18,19,10,28,16,14,17
Public violence,0,1,0,2,1,3,1,0,1,7
Crimen injuria,65,85,84,90,98,105,66,69,67,80
Neglect and ill-treatment of children ,1,3,3,2,0,4,4,3,6,7
Kidnapping,0,2,2,5,10,2,4,4,11,19
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Makapanstad (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,9,9,14,7,7,9,5,7,9
Total Sexual Crimes,66,71,41,71,73,71,66,55,55,55
Attempted murder,33,24,22,13,10,12,10,3,12,6
Assault with the intent to inflict grievous bodily harm,258,182,174,184,158,161,148,148,152,151
Common assault,159,124,67,83,58,67,95,70,77,82
Common robbery,11,76,70,41,49,43,41,54,28,24
Robbery with aggravating circumstances,205,130,99,122,112,89,94,57,66,50
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,0,5,9,2,8,2,5,14,8
Malicious damage to property,69,87,70,65,92,79,68,64,81,83
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,77,51,32,27,53,59,41,47,71,57
Burglary at residential premises,182,184,218,199,187,234,238,245,284,223
Theft of motor vehicle and motorcycle,13,4,17,10,6,9,13,4,2,4
Theft out of or from motor vehicle,32,13,13,6,12,19,38,30,38,23
Stock-theft,36,38,17,62,90,76,98,52,64,59
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,15,15,21,15,24,11,13,10,5
Drug-related crime,5,48,76,101,160,185,140,157,161,229
Driving under the influence of alcohol or drugs,3,2,4,3,8,8,10,7,11,14
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,241,225,165,246,849,568,612,681,552,402
Commercial crime,2,8,0,4,8,4,7,3,4,8
Shoplifting,1,0,0,0,0,1,1,0,1,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,19,25,7,8,13,5,4,6,13,6
Truck hijacking,3,2,0,0,0,0,0,0,0,0
Robbery at residential premises,3,1,7,12,16,21,17,7,12,14
Robbery at non-residential premises,3,9,1,5,10,3,9,10,14,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,7,10,17,6,10,9,8,10,7
Public violence,0,1,0,0,0,1,0,2,0,2
Crimen injuria,37,21,18,6,13,14,17,18,10,9
Neglect and ill-treatment of children ,1,2,4,0,2,1,0,3,1,0
Kidnapping,5,1,4,2,1,3,3,1,6,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Makgobistat (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,1,0,1,2,3,3,0,2,1
Total Sexual Crimes,33,26,14,32,16,21,10,24,19,32
Attempted murder,3,1,0,2,1,1,0,2,2,2
Assault with the intent to inflict grievous bodily harm,115,72,61,83,50,71,83,59,65,39
Common assault,23,25,23,16,13,5,8,3,8,14
Common robbery,10,10,5,7,4,6,2,6,3,3
Robbery with aggravating circumstances,9,5,11,10,8,24,11,10,10,13
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,1,1,1,3,1,1,0,0,1
Malicious damage to property,13,9,4,17,13,16,9,16,19,14
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,28,25,5,0,6,17,17,25,24,17
Burglary at residential premises,36,11,18,15,17,22,29,34,11,23
Theft of motor vehicle and motorcycle,0,0,1,1,0,0,0,0,0,1
Theft out of or from motor vehicle,3,4,1,0,1,1,0,3,0,0
Stock-theft,50,16,16,33,20,34,13,20,22,29
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,0,2,1,0,1,0,0,2,1
Drug-related crime,0,3,2,8,6,4,5,14,17,28
Driving under the influence of alcohol or drugs,0,0,0,1,0,0,1,1,1,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,37,27,20,16,19,20,16,13,26,10
Commercial crime,2,2,0,3,2,0,0,0,1,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,0,0,6,4,4,2,2
Robbery at non-residential premises,1,1,0,0,6,15,6,4,5,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,4,3,1,3,2,1,0,1,0
Public violence,0,0,0,0,0,0,0,0,0,1
Crimen injuria,12,6,8,9,5,1,0,4,4,6
Neglect and ill-treatment of children ,0,1,0,0,1,0,1,0,0,1
Kidnapping,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Makwassie (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,6,2,3,2,3,2,1,8,4
Total Sexual Crimes,22,34,25,26,30,25,27,38,29,39
Attempted murder,5,6,12,5,2,3,5,2,4,1
Assault with the intent to inflict grievous bodily harm,148,87,128,89,105,90,74,70,61,81
Common assault,130,85,132,101,56,70,65,49,40,35
Common robbery,65,33,24,31,18,18,20,8,9,18
Robbery with aggravating circumstances,13,8,6,15,12,18,25,15,16,18
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,3,3,1,3,3,0,3,7
Malicious damage to property,46,42,43,35,53,28,30,33,25,32
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,8,15,24,33,39,35,25,20,24
Burglary at residential premises,88,70,57,86,79,93,97,90,61,75
Theft of motor vehicle and motorcycle,4,6,1,2,0,1,1,2,2,2
Theft out of or from motor vehicle,10,5,10,8,9,5,9,10,5,10
Stock-theft,55,32,28,61,21,36,52,53,54,69
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,0,2,2,2,1,2,3,1
Drug-related crime,26,83,81,68,43,70,61,33,39,35
Driving under the influence of alcohol or drugs,7,17,7,6,6,12,9,7,9,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,172,109,167,117,152,160,158,108,91,95
Commercial crime,7,9,7,8,5,5,7,6,6,3
Shoplifting,5,7,3,7,1,1,2,2,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,1,0,4,3,3,0,2
Robbery at non-residential premises,0,0,0,0,2,1,16,5,9,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,2,1,4,3,1,3,4,1,6
Public violence,0,4,0,0,2,0,1,0,1,1
Crimen injuria,34,19,10,20,6,9,8,10,10,2
Neglect and ill-treatment of children ,1,0,0,0,0,3,3,0,1,2
Kidnapping,0,0,0,0,0,0,0,0,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Marikana (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,16,14,15,27,25,32,29,31,35,97
Total Sexual Crimes,47,42,41,58,69,54,53,68,42,57
Attempted murder,30,18,26,24,28,35,26,22,10,47
Assault with the intent to inflict grievous bodily harm,183,155,138,176,192,241,201,163,154,157
Common assault,79,87,62,108,108,136,78,75,66,53
Common robbery,34,50,26,40,54,49,26,21,16,20
Robbery with aggravating circumstances,71,44,61,62,81,113,91,102,74,91
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,7,13,11,12,15,9,6,6,8
Malicious damage to property,66,62,52,64,84,108,75,60,84,78
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,66,69,58,58,72,137,111,83,103,85
Burglary at residential premises,160,150,144,145,116,123,133,102,141,202
Theft of motor vehicle and motorcycle,71,47,33,63,78,67,78,61,80,28
Theft out of or from motor vehicle,31,26,16,25,24,19,48,38,29,32
Stock-theft,5,3,3,0,9,8,9,14,6,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,20,14,10,6,9,13,11,18,12,26
Drug-related crime,21,45,45,53,67,124,67,82,117,109
Driving under the influence of alcohol or drugs,16,25,27,33,20,42,22,27,32,18
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,326,315,396,465,444,397,423,419,362,424
Commercial crime,15,27,22,40,28,51,171,183,127,144
Shoplifting,11,12,4,3,6,5,4,14,5,8
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,3,6,0,9,8,10,8,8,9
Truck hijacking,0,2,0,1,0,0,4,0,0,1
Robbery at residential premises,7,4,1,12,18,15,9,12,10,14
Robbery at non-residential premises,0,0,1,0,15,34,24,40,13,25
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,15,15,19,18,15,16,16,17,11
Public violence,2,2,0,1,2,0,2,0,4,2
Crimen injuria,28,37,17,30,32,32,23,15,4,15
Neglect and ill-treatment of children ,5,2,5,4,3,1,3,5,2,3
Kidnapping,3,1,1,0,5,1,2,2,5,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mmabatho (NW)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,24,27,23,29,23,24,13,21,19,19
Total Sexual Crimes,189,206,189,185,224,249,193,185,177,207
Attempted murder,37,22,28,22,23,25,23,22,31,27
Assault with the intent to inflict grievous bodily harm,677,671,622,659,589,626,652,574,533,490
Common assault,672,591,468,447,372,366,265,201,182,208
Common robbery,417,425,337,273,229,167,111,106,86,110
Robbery with aggravating circumstances,162,221,349,298,214,214,223,287,305,308
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,14,10,19,18,21,24,15,9,7,6
Malicious damage to property,436,374,436,345,350,370,324,350,275,333
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,138,151,133,129,146,157,158,139,204,135
Burglary at residential premises,978,762,722,608,682,752,723,788,630,844
Theft of motor vehicle and motorcycle,62,65,103,74,27,38,57,42,37,41
Theft out of or from motor vehicle,309,203,194,216,181,199,265,263,163,182
Stock-theft,103,67,78,80,100,115,118,117,118,120
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,25,14,15,22,19,14,11,12,10,4
Drug-related crime,88,105,113,63,103,97,118,138,243,302
Driving under the influence of alcohol or drugs,53,43,75,42,45,58,100,65,67,74
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,636,656,638,504,526,551,467,639,547,487
Commercial crime,94,76,114,93,58,76,94,81,81,119
Shoplifting,49,67,49,23,34,38,38,30,23,39
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,7,12,15,2,12,4,9,2,13
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,7,29,43,33,44,51,54,52,118,77
Robbery at non-residential premises,3,2,2,18,37,30,55,82,65,83
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,20,17,17,18,19,25,23,20,27
Public violence,2,1,1,3,2,6,3,3,0,12
Crimen injuria,207,161,158,138,101,100,74,83,56,54
Neglect and ill-treatment of children ,18,13,15,8,15,27,17,17,11,19
Kidnapping,7,4,1,2,3,6,3,6,4,9
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mmakau (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Mmakau was previously called De Wildt,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,5,4,7,5,7,5,4,6,10
Total Sexual Crimes,41,33,44,47,40,27,31,35,30,37
Attempted murder,11,13,17,14,5,8,12,11,10,9
Assault with the intent to inflict grievous bodily harm,100,97,114,110,138,99,96,121,111,112
Common assault,110,133,107,111,113,80,72,71,75,58
Common robbery,47,38,42,25,37,41,31,30,33,30
Robbery with aggravating circumstances,88,100,73,86,66,68,96,45,55,62
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,5,5,7,8,5,5,6,6,7
Malicious damage to property,56,47,50,57,64,71,60,50,46,34
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,19,19,26,30,33,38,52,38,35,23
Burglary at residential premises,105,114,108,148,179,181,246,223,200,201
Theft of motor vehicle and motorcycle,4,13,14,21,17,20,23,19,16,21
Theft out of or from motor vehicle,19,12,11,20,18,8,15,21,37,22
Stock-theft,9,8,5,9,9,6,10,9,7,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,16,2,8,3,10,6,0,7,4,14
Drug-related crime,8,26,22,30,57,57,66,75,70,95
Driving under the influence of alcohol or drugs,4,5,10,22,10,13,17,4,6,10
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,164,112,102,164,188,161,198,254,165,164
Commercial crime,6,5,7,2,4,4,6,6,3,5
Shoplifting,1,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,7,4,3,5,1,11,3,3,5
Truck hijacking,0,0,0,1,0,2,1,0,0,1
Robbery at residential premises,5,7,6,14,7,14,25,5,5,9
Robbery at non-residential premises,0,0,4,2,6,13,9,8,17,19
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,4,4,11,7,6,5,8,3,5
Public violence,0,0,0,0,0,0,2,0,0,0
Crimen injuria,23,20,18,12,23,15,7,10,16,12
Neglect and ill-treatment of children ,3,1,1,2,1,2,1,4,1,1
Kidnapping,1,0,0,0,2,2,1,2,1,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mogwase (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,20,21,16,26,24,16,15,14,23,30
Total Sexual Crimes,117,125,125,123,144,138,141,100,165,155
Attempted murder,26,15,16,19,30,28,22,18,18,14
Assault with the intent to inflict grievous bodily harm,486,478,294,229,378,431,426,416,387,333
Common assault,274,266,147,165,359,342,265,188,198,196
Common robbery,98,76,36,50,58,73,79,53,55,43
Robbery with aggravating circumstances,56,69,79,96,150,111,129,150,133,168
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,27,22,13,25,26,22,14,14,16,13
Malicious damage to property,176,116,84,121,189,187,159,135,141,147
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,128,121,96,78,133,146,144,188,172,150
Burglary at residential premises,296,248,201,228,301,316,306,288,335,324
Theft of motor vehicle and motorcycle,48,21,31,31,36,20,21,13,34,25
Theft out of or from motor vehicle,34,37,28,18,26,47,59,40,27,35
Stock-theft,79,100,98,86,60,73,85,90,79,70
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,11,9,11,12,18,8,12,12,12
Drug-related crime,61,68,105,145,167,146,102,112,77,93
Driving under the influence of alcohol or drugs,3,10,15,21,36,37,36,31,38,26
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,461,474,169,206,273,278,240,277,373,609
Commercial crime,22,27,24,30,80,186,124,58,43,27
Shoplifting,135,113,80,76,30,49,45,58,40,23
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,2,3,6,12,4,6,3,3,4
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,3,14,9,17,8,21,30,26,17,20
Robbery at non-residential premises,2,13,4,27,72,31,41,51,48,47
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,21,23,23,22,28,34,25,26,21
Public violence,3,0,1,1,1,4,0,0,8,23
Crimen injuria,138,107,34,28,62,60,45,31,31,23
Neglect and ill-treatment of children ,11,12,15,14,21,20,24,14,12,4
Kidnapping,0,1,0,0,1,2,1,5,11,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mokopong (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
