Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gauteng for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Total Sexual Crimes,94,126,88,106,73,81,103,73,62,73
Attempted murder,60,55,57,30,39,42,49,29,20,20
Assault with the intent to inflict grievous bodily harm,443,452,338,316,320,254,273,235,181,251
Common assault,214,209,218,211,166,190,148,110,85,113
Common robbery,135,123,100,105,78,105,81,49,56,57
Robbery with aggravating circumstances,280,288,298,223,257,322,301,191,152,187
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,22,17,22,24,16,19,10,12,7,2
Malicious damage to property,267,273,220,220,220,199,223,140,128,149
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,11,8,3,11,10,30,19,31,42,45
Burglary at residential premises,393,404,350,313,339,291,398,320,302,435
Theft of motor vehicle and motorcycle,54,66,120,105,77,92,98,72,53,94
Theft out of or from motor vehicle,225,224,222,203,159,176,168,106,118,150
Stock-theft,2,3,0,2,1,1,0,0,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,15,14,20,31,11,23,23,25,20,24
Drug-related crime,23,84,105,97,46,25,48,58,45,121
Driving under the influence of alcohol or drugs,49,37,24,59,70,32,31,53,35,73
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,534,474,330,359,316,353,300,293,276,331
Commercial crime,32,31,26,26,21,26,24,32,43,37
Shoplifting,6,6,4,2,8,7,3,4,5,15
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,60,54,49,32,30,27,34,21,23,25
Truck hijacking,0,8,3,5,7,10,8,4,3,3
Robbery at residential premises,31,59,55,44,50,58,103,77,58,61
Robbery at non-residential premises,0,2,5,11,15,32,31,14,20,35
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,20,27,28,28,24,19,19,16,23,29
Public violence,0,2,0,0,6,4,0,0,0,0
Crimen injuria,46,36,26,48,18,13,4,4,2,6
Neglect and ill-treatment of children ,7,7,9,7,9,5,7,4,7,0
Kidnapping,3,2,3,0,3,8,2,4,9,13
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Linden (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,12,18,11,13,6,9,6,11,4,3
Total Sexual Crimes,45,54,40,34,53,47,47,59,42,50
Attempted murder,28,24,17,15,17,14,20,16,21,11
Assault with the intent to inflict grievous bodily harm,179,213,179,212,109,169,133,150,138,156
Common assault,270,241,207,191,241,272,289,310,296,230
Common robbery,156,173,152,124,173,131,122,119,97,129
Robbery with aggravating circumstances,642,505,423,518,524,558,468,303,311,337
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,8,7,6,2,3,6,6,5,4
Malicious damage to property,746,771,702,612,635,558,655,620,417,390
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,80,79,131,124,133,132,117,88,94,121
Burglary at residential premises,1056,1109,964,820,822,971,1163,958,731,883
Theft of motor vehicle and motorcycle,1082,1062,1006,857,830,726,713,673,440,458
Theft out of or from motor vehicle,1164,1138,1186,838,868,505,594,523,526,629
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,8,10,4,6,10,14,15,15,8
Drug-related crime,49,75,81,72,96,105,99,165,143,137
Driving under the influence of alcohol or drugs,43,47,32,19,21,40,75,470,369,128
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2447,2145,1920,1985,2224,1921,1784,1607,1925,1784
Commercial crime,411,444,522,516,538,452,511,442,346,355
Shoplifting,328,359,275,265,268,359,389,310,108,276
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,149,112,55,74,74,92,60,29,36,52
Truck hijacking,1,1,0,0,1,0,2,1,0,0
Robbery at residential premises,75,60,65,110,112,140,134,104,87,83
Robbery at non-residential premises,53,24,51,55,79,88,67,24,45,38
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,11,9,13,14,12,5,4,6,5,9
Public violence,0,2,0,2,1,0,1,0,3,0
Crimen injuria,47,29,37,35,28,32,40,173,54,45
Neglect and ill-treatment of children ,7,6,5,5,7,7,5,4,6,9
Kidnapping,2,0,0,0,1,2,0,2,5,11
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Loate (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,47,40,33,42,40,45,34,33,36,25
Total Sexual Crimes,207,203,176,188,151,151,135,138,148,157
Attempted murder,193,121,96,55,75,60,41,60,54,36
Assault with the intent to inflict grievous bodily harm,660,559,532,486,482,496,565,648,517,497
Common assault,426,370,325,264,320,390,327,314,372,406
Common robbery,320,273,258,209,189,207,161,214,179,116
Robbery with aggravating circumstances,579,495,470,393,333,219,191,182,232,254
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,19,10,13,12,6,7,9,10,9
Malicious damage to property,265,223,219,260,208,233,195,244,192,199
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,61,31,46,57,44,32,60,63,54,67
Burglary at residential premises,339,346,340,266,342,334,363,419,373,358
Theft of motor vehicle and motorcycle,85,86,69,72,84,43,56,35,43,38
Theft out of or from motor vehicle,154,97,89,93,75,67,74,93,76,85
Stock-theft,2,6,10,5,2,18,9,5,7,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,62,113,85,97,56,97,58,34,63,56
Drug-related crime,76,176,197,275,216,316,342,304,1082,1240
Driving under the influence of alcohol or drugs,23,39,24,18,33,37,33,29,25,21
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,829,668,587,664,462,492,454,473,453,481
Commercial crime,58,46,72,70,73,83,103,88,92,111
Shoplifting,618,318,492,429,419,433,470,453,391,573
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,31,33,31,50,54,33,29,27,41,35
Truck hijacking,0,0,2,1,1,0,4,0,2,0
Robbery at residential premises,60,81,89,45,57,42,26,31,30,45
Robbery at non-residential premises,5,3,9,12,36,18,13,27,39,34
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,17,19,10,28,9,15,11,9,16,12
Public violence,4,2,6,3,5,2,3,1,2,1
Crimen injuria,58,55,41,21,20,19,13,26,43,35
Neglect and ill-treatment of children ,3,4,3,2,5,3,7,7,7,4
Kidnapping,10,11,14,10,10,12,15,11,15,13
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lyttelton (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Lyttelton was previously named Adrian Vlok,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,17,16,9,11,10,7,11,9,13,10
Total Sexual Crimes,52,81,81,72,55,75,76,64,64,51
Attempted murder,33,43,43,61,56,39,35,26,17,17
Assault with the intent to inflict grievous bodily harm,107,128,196,193,129,115,107,133,133,118
Common assault,442,461,512,450,476,566,478,390,298,326
Common robbery,347,331,295,235,253,203,153,114,96,115
Robbery with aggravating circumstances,409,390,536,648,513,519,496,322,287,269
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,5,11,7,6,8,4,10,3,9
Malicious damage to property,598,554,576,439,534,534,536,484,455,512
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,28,29,38,43,138,306,351,270,301,285
Burglary at residential premises,1506,1530,1878,1954,1528,1488,1402,1350,1357,1180
Theft of motor vehicle and motorcycle,714,731,951,1033,765,606,525,564,565,601
Theft out of or from motor vehicle,1498,1398,1305,1414,968,920,1046,891,1004,1203
Stock-theft,1,0,1,0,1,2,2,2,2,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,10,12,11,19,15,11,21,19,19
Drug-related crime,95,102,86,126,147,150,80,101,140,216
Driving under the influence of alcohol or drugs,64,47,42,40,53,54,44,114,143,202
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3369,3343,2611,2769,2286,1805,1483,1492,1441,1311
Commercial crime,522,453,446,714,579,660,763,757,763,621
Shoplifting,295,320,321,377,371,466,549,393,389,389
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,79,96,145,141,74,52,64,60,39,28
Truck hijacking,2,3,5,10,12,13,10,8,1,3
Robbery at residential premises,15,21,75,92,93,123,119,57,72,71
Robbery at non-residential premises,2,4,17,62,43,58,53,32,24,23
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,27,17,31,33,38,38,19,32,24,19
Public violence,0,2,1,2,0,1,0,2,0,0
Crimen injuria,123,125,150,120,97,88,72,72,49,40
Neglect and ill-treatment of children ,4,2,2,6,6,1,2,2,3,1
Kidnapping,0,1,4,5,0,0,2,6,8,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mabopane (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,25,38,24,30,28,35,15,16,15,16
Total Sexual Crimes,165,162,137,144,129,126,126,82,77,101
Attempted murder,78,71,77,79,46,38,35,34,29,28
Assault with the intent to inflict grievous bodily harm,528,563,469,360,390,455,402,388,448,332
Common assault,515,438,337,299,301,272,286,316,277,260
Common robbery,167,223,157,117,148,110,83,66,71,53
Robbery with aggravating circumstances,541,555,573,402,340,285,229,200,211,251
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,26,27,22,20,29,17,13,16,15,13
Malicious damage to property,228,294,272,241,209,190,201,193,160,163
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,44,51,43,71,56,63,65,74,86,64
Burglary at residential premises,559,634,577,458,465,526,537,464,453,485
Theft of motor vehicle and motorcycle,88,84,94,99,90,71,77,66,37,80
Theft out of or from motor vehicle,234,192,230,190,145,141,197,177,192,206
Stock-theft,0,0,0,0,3,2,5,2,6,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,69,51,38,47,38,26,29,38,30,22
Drug-related crime,222,311,290,509,370,172,247,306,704,992
Driving under the influence of alcohol or drugs,38,38,30,24,40,53,36,46,41,57
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1052,703,554,432,421,438,478,507,540,535
Commercial crime,58,50,65,61,41,56,65,94,91,145
Shoplifting,89,68,47,50,86,113,106,97,77,76
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,81,81,128,85,82,77,86,63,50,75
Truck hijacking,0,0,0,0,3,2,0,1,0,0
Robbery at residential premises,39,49,60,50,46,49,22,22,27,33
Robbery at non-residential premises,0,1,14,26,35,22,19,25,22,26
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,6,12,9,10,12,7,3,9,4
Public violence,0,1,3,1,0,4,0,0,1,1
Crimen injuria,121,142,64,30,39,35,30,48,43,29
Neglect and ill-treatment of children ,4,3,8,3,1,4,1,8,7,6
Kidnapping,3,15,15,18,12,13,6,4,18,9
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Magaliesburg (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Magaliesburg ceded Hekpoort May 2007,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,7,9,3,4,1,1,4,3,1
Total Sexual Crimes,20,43,32,34,15,20,23,17,14,15
Attempted murder,10,11,5,6,3,2,4,3,3,2
Assault with the intent to inflict grievous bodily harm,121,170,181,164,69,75,81,60,69,54
Common assault,124,111,102,80,45,45,53,54,59,51
Common robbery,21,30,17,14,12,13,10,22,16,5
Robbery with aggravating circumstances,24,33,24,29,20,43,35,37,30,12
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,1,9,5,4,1,4,1,2,4
Malicious damage to property,84,56,75,74,32,33,50,59,37,45
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,29,31,38,20,22,36,39,19,32,29
Burglary at residential premises,199,210,213,170,62,72,81,73,55,79
Theft of motor vehicle and motorcycle,32,42,34,31,9,9,4,8,8,2
Theft out of or from motor vehicle,46,24,31,22,13,19,20,17,14,35
Stock-theft,49,45,33,22,15,12,19,10,8,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,8,1,5,5,4,2,5,4,4,14
Drug-related crime,10,20,13,13,2,4,10,7,9,26
Driving under the influence of alcohol or drugs,8,10,9,20,8,6,7,4,8,13
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,270,246,245,268,199,156,161,165,166,117
Commercial crime,11,12,13,13,16,10,17,13,7,9
Shoplifting,2,8,0,2,3,13,9,7,6,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,1,2,3,9,6,7,6,4,3
Truck hijacking,3,6,4,5,5,11,14,8,1,1
Robbery at residential premises,3,5,5,1,0,7,1,6,9,4
Robbery at non-residential premises,0,0,0,0,1,3,7,7,4,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,18,17,15,7,9,13,3,8,11
Public violence,1,0,1,0,0,0,1,0,0,1
Crimen injuria,17,14,13,7,3,5,3,2,0,0
Neglect and ill-treatment of children ,4,1,0,2,2,1,0,0,1,0
Kidnapping,0,0,0,0,0,3,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mamelodi (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Mamelodi ceded Mamelodi East October 2006,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,104,99,70,54,38,22,14,24,16,16
Total Sexual Crimes,539,440,393,262,130,115,99,96,71,67
Attempted murder,308,197,120,110,56,39,56,28,35,34
Assault with the intent to inflict grievous bodily harm,1472,1006,937,644,380,382,379,369,362,333
Common assault,3304,2631,1692,1405,751,775,735,560,463,439
Common robbery,772,469,337,278,163,169,140,125,126,94
Robbery with aggravating circumstances,1549,1309,1004,772,353,307,215,171,165,160
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,69,72,57,63,13,12,14,6,8,10
Malicious damage to property,964,821,844,612,284,262,298,211,199,224
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,37,49,60,61,75,70,80,63,83,78
Burglary at residential premises,1148,1102,1067,701,356,406,379,333,378,344
Theft of motor vehicle and motorcycle,207,167,159,126,66,75,90,53,46,35
Theft out of or from motor vehicle,390,478,358,241,107,124,200,143,153,164
Stock-theft,0,0,2,1,0,0,1,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,133,72,57,69,44,39,46,31,26,33
Drug-related crime,149,137,425,257,86,97,119,123,157,355
Driving under the influence of alcohol or drugs,64,32,30,22,13,21,15,10,24,24
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2872,2477,1997,1403,764,689,650,568,546,522
Commercial crime,105,85,63,73,72,49,76,111,86,132
Shoplifting,139,170,307,274,315,453,479,369,361,356
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,92,55,92,57,27,32,30,20,16,11
Truck hijacking,2,0,0,0,0,1,2,0,0,0
Robbery at residential premises,34,65,38,18,7,9,16,11,11,18
Robbery at non-residential premises,1,1,1,5,2,3,8,31,28,20
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,17,16,13,4,5,4,4,5,2
Public violence,6,6,3,4,4,1,1,1,0,1
Crimen injuria,509,278,219,138,87,104,81,91,68,67
Neglect and ill-treatment of children ,31,15,8,6,4,4,6,3,4,1
Kidnapping,5,14,14,14,10,11,7,12,11,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mamelodi East (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Mamelodi East was established from Mamelodi October 2006,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,51,51,77,40,53,50,55
Total Sexual Crimes,0,0,0,178,275,264,256,172,166,172
Attempted murder,0,0,0,53,116,76,79,53,59,49
Assault with the intent to inflict grievous bodily harm,0,0,0,490,840,776,804,588,652,655
Common assault,0,0,0,560,701,609,549,452,523,533
Common robbery,0,0,0,125,213,114,87,87,64,109
Robbery with aggravating circumstances,0,0,0,303,495,285,257,213,215,254
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,31,65,36,37,36,35,46
Malicious damage to property,0,0,0,284,612,559,458,368,370,382
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,8,61,80,82,97,80,54
Burglary at residential premises,0,0,0,441,622,348,498,369,401,553
Theft of motor vehicle and motorcycle,0,0,0,61,140,174,149,177,137,169
Theft out of or from motor vehicle,0,0,0,135,244,220,179,219,194,195
Stock-theft,0,0,0,0,1,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,19,55,53,65,68,61,57
Drug-related crime,0,0,0,90,243,188,176,209,286,411
Driving under the influence of alcohol or drugs,0,0,0,10,24,37,43,71,91,148
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,566,1149,1305,1210,945,862,787
Commercial crime,0,0,0,11,31,30,50,34,49,80
Shoplifting,0,0,0,13,47,66,45,44,37,27
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,27,35,11,21,18,33,30
Truck hijacking,0,0,0,0,0,0,4,0,0,1
Robbery at residential premises,0,0,0,17,60,59,45,20,31,38
Robbery at non-residential premises,0,0,0,3,18,24,32,30,30,36
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,6,14,14,16,9,9,9
Public violence,0,0,0,1,7,7,5,5,2,5
Crimen injuria,0,0,0,36,61,27,35,31,30,31
Neglect and ill-treatment of children ,0,0,0,4,10,11,11,9,4,3
Kidnapping,0,0,0,8,5,8,19,10,20,25
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Meadowlands (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,69,39,40,67,74,53,48,46,39,47
Total Sexual Crimes,221,233,218,235,189,193,186,169,146,162
Attempted murder,107,92,78,73,59,80,55,44,54,49
Assault with the intent to inflict grievous bodily harm,902,987,1101,1034,896,856,899,757,756,703
Common assault,1139,1080,1053,1108,1073,1119,708,635,609,554
Common robbery,367,415,409,434,335,253,211,190,167,178
Robbery with aggravating circumstances,631,607,531,503,388,487,408,365,335,394
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,24,29,28,30,28,18,17,19,13,19
Malicious damage to property,552,535,593,587,538,521,460,322,391,330
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,18,13,11,13,28,46,68,105,87,86
Burglary at residential premises,583,569,670,692,578,637,668,653,597,648
Theft of motor vehicle and motorcycle,107,121,81,81,83,88,84,83,79,76
Theft out of or from motor vehicle,220,222,211,202,170,197,272,223,267,237
Stock-theft,0,0,1,0,0,1,0,2,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,79,57,45,41,29,45,35,31,78,44
Drug-related crime,214,360,604,124,102,81,146,254,274,399
Driving under the influence of alcohol or drugs,27,22,20,36,98,31,116,156,188,81
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1123,1004,893,942,782,910,668,658,690,638
Commercial crime,76,75,64,67,61,68,108,89,90,98
Shoplifting,93,81,104,55,55,59,116,105,85,100
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,78,78,45,44,53,88,78,46,45,84
Truck hijacking,1,0,0,0,1,2,0,2,0,0
Robbery at residential premises,12,9,6,28,16,41,32,28,20,24
Robbery at non-residential premises,1,1,0,5,5,23,41,50,54,56
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,11,19,16,29,21,14,17,15,12,15
Public violence,0,1,1,2,2,1,5,0,3,1
Crimen injuria,90,90,100,90,51,64,32,15,35,22
Neglect and ill-treatment of children ,53,44,35,47,29,28,25,13,17,24
Kidnapping,16,11,32,32,15,19,17,23,23,28
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Meyerton (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,11,7,22,19,15,20,19,19,18,14
Total Sexual Crimes,70,61,71,75,71,75,78,61,61,63
Attempted murder,22,19,14,27,13,15,20,15,12,17
Assault with the intent to inflict grievous bodily harm,278,222,241,216,208,220,208,212,141,175
Common assault,385,338,278,271,249,225,245,247,111,115
Common robbery,112,91,68,66,62,56,70,68,48,36
Robbery with aggravating circumstances,168,137,124,107,136,154,161,168,114,128
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,16,9,14,19,14,15,13,12,11,11
Malicious damage to property,199,176,196,179,179,158,196,181,141,122
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,153,166,154,123,103,169,190,143,122,150
Burglary at residential premises,585,446,445,407,288,349,623,695,387,379
Theft of motor vehicle and motorcycle,247,283,301,252,192,240,237,212,146,131
Theft out of or from motor vehicle,179,145,119,74,53,73,73,104,86,110
Stock-theft,20,7,7,10,20,24,17,16,9,15
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,15,6,10,9,10,10,14,11,13,20
Drug-related crime,31,44,45,31,39,43,38,25,36,70
Driving under the influence of alcohol or drugs,44,51,26,47,34,47,49,65,98,130
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,936,775,582,683,555,556,541,522,463,412
Commercial crime,105,98,65,56,65,86,114,154,126,132
Shoplifting,55,42,37,48,44,44,44,40,43,36
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,14,15,18,24,13,27,28,25,12,24
Truck hijacking,16,14,11,4,22,13,5,4,2,6
Robbery at residential premises,9,18,21,25,26,28,36,41,43,23
Robbery at non-residential premises,13,9,15,15,31,24,28,24,25,22
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,30,27,25,24,33,18,21,24,20,24
Public violence,0,0,0,0,0,0,3,0,0,0
Crimen injuria,94,86,65,63,45,35,31,21,10,10
Neglect and ill-treatment of children ,8,3,6,3,2,0,4,3,2,3
Kidnapping,1,3,0,0,1,1,0,3,4,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Midrand (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
